api_id,api_name,domain,bounded_context,bounded_context_name,method,path,operation_id,success_status,permission,idempotency,request_schema,response_schema,resource_schema,contract_status,contract_file,bounded_context,bounded_context_name
API-007,"Resultados, artifacts e exports",REP,BC-012,"Resultados, Diagnósticos e Exportação",GET,/results/{resultId},get_results_resultid,200,result:read,Não aplicável,,GetResultsResultidResponse,ResultSnapshot,FROZEN,contracts/http/operations/get_results_resultid.md,BC-012,"Resultados, Diagnósticos e Exportação"
API-007,"Resultados, artifacts e exports",REP,BC-013,"Artifacts, Proveniência e Lifecycle",GET,/artifact-sets/{artifactSetId}/manifest,get_artifact_sets_artifactsetid_manifest,200,artifact_manifest:read,Não aplicável,,GetArtifactSetsArtifactsetidManifestResponse,ArtifactSetManifest,FROZEN,contracts/http/operations/get_artifact_sets_artifactsetid_manifest.md,BC-013,"Artifacts, Proveniência e Lifecycle"
API-007,"Resultados, artifacts e exports",REP,BC-012,"Resultados, Diagnósticos e Exportação",POST,/results/{resultId}/exports,post_results_resultid_exports,202,export:create,Obrigatória,PostResultsResultidExportsRequest,PostResultsResultidExportsResponse,ExportJob,FROZEN,contracts/http/operations/post_results_resultid_exports.md,BC-012,"Resultados, Diagnósticos e Exportação"
API-007,"Resultados, artifacts e exports",REP,BC-012,"Resultados, Diagnósticos e Exportação",GET,/exports/{exportId},get_exports_exportid,200,export:read,Não aplicável,,GetExportsExportidResponse,ExportJob,FROZEN,contracts/http/operations/get_exports_exportid.md,BC-012,"Resultados, Diagnósticos e Exportação"
API-008,Revisão e correções,REV,BC-011,Revisão e Correção,GET,/review-queue,get_review_queue,200,review_queue:list,Não aplicável,,GetReviewQueueResponse,ReviewQueueItem,FROZEN,contracts/http/operations/get_review_queue.md,BC-011,Revisão e Correção
API-008,Revisão e correções,REV,BC-011,Revisão e Correção,POST,/attempts/{attemptId}/correction-sets,post_attempts_attemptid_correction_sets,201,correction_set:create,Obrigatória,PostAttemptsAttemptidCorrectionSetsRequest,PostAttemptsAttemptidCorrectionSetsResponse,CorrectionSet,FROZEN,contracts/http/operations/post_attempts_attemptid_correction_sets.md,BC-011,Revisão e Correção
API-008,Revisão e correções,REV,BC-011,Revisão e Correção,POST,/correction-sets/{id}/attempts,post_correction_sets_id_attempts,201,attempt:create,Obrigatória,PostCorrectionSetsIdAttemptsRequest,PostCorrectionSetsIdAttemptsResponse,Attempt,FROZEN,contracts/http/operations/post_correction_sets_id_attempts.md,BC-011,Revisão e Correção
API-008,Revisão e correções,REV,BC-012,"Resultados, Diagnósticos e Exportação",GET,/results/{id}/comparisons,get_results_id_comparisons,200,result_comparison:read,Não aplicável,,GetResultsIdComparisonsResponse,ResultComparison,FROZEN,contracts/http/operations/get_results_id_comparisons.md,BC-012,"Resultados, Diagnósticos e Exportação"
API-009,Providers e aquisição,GEO,BC-005,Descoberta e Aquisição de Referências,GET,/providers,get_providers,200,provider:list,Não aplicável,,GetProvidersResponse,ProviderCapability,FROZEN,contracts/http/operations/get_providers.md,BC-005,Descoberta e Aquisição de Referências
API-009,Providers e aquisição,GEO,BC-005,Descoberta e Aquisição de Referências,POST,/provider-searches,post_provider_searches,202,provider_search:create,Obrigatória,PostProviderSearchesRequest,PostProviderSearchesResponse,ProviderSearch,FROZEN,contracts/http/operations/post_provider_searches.md,BC-005,Descoberta e Aquisição de Referências
API-009,Providers e aquisição,GEO,BC-005,Descoberta e Aquisição de Referências,GET,/provider-searches/{id},get_provider_searches_id,200,provider_search:read,Não aplicável,,GetProviderSearchesIdResponse,ProviderSearch,FROZEN,contracts/http/operations/get_provider_searches_id.md,BC-005,Descoberta e Aquisição de Referências
API-009,Providers e aquisição,GEO,BC-005,Descoberta e Aquisição de Referências,POST,/acquisitions,post_acquisitions,202,acquisition:create,Obrigatória,PostAcquisitionsRequest,PostAcquisitionsResponse,Acquisition,FROZEN,contracts/http/operations/post_acquisitions.md,BC-005,Descoberta e Aquisição de Referências
API-009,Providers e aquisição,GEO,BC-005,Descoberta e Aquisição de Referências,GET,/acquisitions/{id},get_acquisitions_id,200,acquisition:read,Não aplicável,,GetAcquisitionsIdResponse,Acquisition,FROZEN,contracts/http/operations/get_acquisitions_id.md,BC-005,Descoberta e Aquisição de Referências
API-010,Administração e operação,OPS,BC-014,"Operações, Auditoria e Suporte",GET,/admin/health,get_admin_health,200,admin_health:read,Não aplicável,,GetAdminHealthResponse,HealthStatus,FROZEN,contracts/http/operations/get_admin_health.md,BC-014,"Operações, Auditoria e Suporte"
API-010,Administração e operação,OPS,BC-014,"Operações, Auditoria e Suporte",GET,/admin/readiness,get_admin_readiness,200,admin_readiness:read,Não aplicável,,GetAdminReadinessResponse,ReadinessStatus,FROZEN,contracts/http/operations/get_admin_readiness.md,BC-014,"Operações, Auditoria e Suporte"
API-010,Administração e operação,OPS,BC-014,"Operações, Auditoria e Suporte",GET,/admin/resources,get_admin_resources,200,admin_resource:read,Não aplicável,,GetAdminResourcesResponse,ResourceSnapshot,FROZEN,contracts/http/operations/get_admin_resources.md,BC-014,"Operações, Auditoria e Suporte"
API-010,Administração e operação,OPS,BC-014,"Operações, Auditoria e Suporte",POST,/admin/drain,post_admin_drain,202,admin_drain:create,Obrigatória,PostAdminDrainRequest,PostAdminDrainResponse,DrainOperation,FROZEN,contracts/http/operations/post_admin_drain.md,BC-014,"Operações, Auditoria e Suporte"
API-010,Administração e operação,OPS,BC-014,"Operações, Auditoria e Suporte",GET,/admin/audit,get_admin_audit,200,audit:list,Não aplicável,,GetAdminAuditResponse,AuditEvent,FROZEN,contracts/http/operations/get_admin_audit.md,BC-014,"Operações, Auditoria e Suporte"
API-011,"Backup, retenção e lifecycle",DAT,BC-013,"Artifacts, Proveniência e Lifecycle",POST,/admin/backups,post_admin_backups,202,backup:create,Obrigatória,PostAdminBackupsRequest,PostAdminBackupsResponse,BackupSet,FROZEN,contracts/http/operations/post_admin_backups.md,BC-013,"Artifacts, Proveniência e Lifecycle"
API-011,"Backup, retenção e lifecycle",DAT,BC-013,"Artifacts, Proveniência e Lifecycle",POST,/admin/restores/validate,post_admin_restores_validate,202,restore:validate,Obrigatória,PostAdminRestoresValidateRequest,PostAdminRestoresValidateResponse,RestoreValidation,FROZEN,contracts/http/operations/post_admin_restores_validate.md,BC-013,"Artifacts, Proveniência e Lifecycle"
API-011,"Backup, retenção e lifecycle",DAT,BC-013,"Artifacts, Proveniência e Lifecycle",GET,/admin/retention-policies,get_admin_retention_policies,200,retention_policy:read,Obrigatória,,GetAdminRetentionPoliciesResponse,RetentionPolicy,FROZEN,contracts/http/operations/get_admin_retention_policies.md,BC-013,"Artifacts, Proveniência e Lifecycle"
API-011,"Backup, retenção e lifecycle",DAT,BC-013,"Artifacts, Proveniência e Lifecycle",PATCH,/admin/retention-policies,patch_admin_retention_policies,200,retention_policy:update,Obrigatória,PatchAdminRetentionPoliciesRequest,PatchAdminRetentionPoliciesResponse,RetentionPolicy,FROZEN,contracts/http/operations/patch_admin_retention_policies.md,BC-013,"Artifacts, Proveniência e Lifecycle"
API-011,"Backup, retenção e lifecycle",DAT,BC-011,Revisão e Correção,POST,/admin/gc/previews,post_admin_gc_previews,202,gc:preview,Obrigatória,PostAdminGcPreviewsRequest,PostAdminGcPreviewsResponse,GcPreview,FROZEN,contracts/http/operations/post_admin_gc_previews.md,BC-011,Revisão e Correção
API-012,"Release, upgrade e suporte",REL,BC-015,"Release, Instalação e Supply Chain",GET,/admin/version,get_admin_version,200,version:read,Não aplicável,,GetAdminVersionResponse,VersionInfo,FROZEN,contracts/http/operations/get_admin_version.md,BC-015,"Release, Instalação e Supply Chain"
API-012,"Release, upgrade e suporte",REL,BC-015,"Release, Instalação e Supply Chain",POST,/admin/upgrades/preflight,post_admin_upgrades_preflight,202,upgrade:preflight,Obrigatória,PostAdminUpgradesPreflightRequest,PostAdminUpgradesPreflightResponse,UpgradePreflight,FROZEN,contracts/http/operations/post_admin_upgrades_preflight.md,BC-015,"Release, Instalação e Supply Chain"
API-012,"Release, upgrade e suporte",REL,BC-015,"Release, Instalação e Supply Chain",POST,/admin/upgrades,post_admin_upgrades,202,upgrade:execute,Obrigatória,PostAdminUpgradesRequest,PostAdminUpgradesResponse,UpgradeOperation,FROZEN,contracts/http/operations/post_admin_upgrades.md,BC-015,"Release, Instalação e Supply Chain"
API-012,"Release, upgrade e suporte",REL,BC-014,"Operações, Auditoria e Suporte",POST,/admin/support-bundles,post_admin_support_bundles,202,support_bundle:create,Obrigatória,PostAdminSupportBundlesRequest,PostAdminSupportBundlesResponse,SupportBundle,FROZEN,contracts/http/operations/post_admin_support_bundles.md,BC-014,"Operações, Auditoria e Suporte"
