sprint_id,issue_id,issue_type,story_id,epic_id,criteria_count,requirement_basis,requirements,governing_adrs,conflicts,redundancies,missing,impossible,cycles,status
SPRINT-002,ISSUE-0011,EPIC_ENVELOPE,,EPIC-011,6,MIXED,REQ-AUD-001/REQ-AUTH-IMPL-001/REQ-AUTH-IMPL-002/REQ-AUTH-IMPL-003/REQ-AUTH-IMPL-004/REQ-AUTH-IMPL-005/REQ-AUTH-IMPL-006/REQ-AUTH-IMPL-007/REQ-AUTH-IMPL-008/REQ-AUTH-IMPL-009/REQ-AUTH-IMPL-010/REQ-RUNTIME-006/REQ-RUNTIME-007/REQ-RUNTIME-010,ADR-002/ADR-028/ADR-054/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-002,ISSUE-0012,EPIC_ENVELOPE,,EPIC-012,6,MIXED,REQ-ART-001/REQ-ART-003/REQ-ARTLAYOUT-002/REQ-CAT-001/REQ-DBSCHEMA-001/REQ-DBSCHEMA-002/REQ-DBSCHEMA-003/REQ-DBSCHEMA-004/REQ-DBSCHEMA-005/REQ-DBSCHEMA-006/REQ-DBSCHEMA-007/REQ-DBSCHEMA-008/REQ-DBSCHEMA-009/REQ-FS-001/REQ-PRV-001/REQ-RUN-001/REQ-RUN-002/REQ-RUN-003/REQ-RUN-004/REQ-RUN-005/REQ-RUN-006/REQ-RUN-007/REQ-RUN-008/REQ-RUN-009/REQ-RUN-010/REQ-RUNTIME-005/REQ-SCM-002/REQ-TOOL-004/REQ-TOOL-005/REQ-UPG-002,ADR-002/ADR-018/ADR-039/ADR-048/ADR-027/ADR-041/ADR-026/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-002,ISSUE-0013,EPIC_ENVELOPE,,EPIC-013,6,MIXED,REQ-DBSCHEMA-001/REQ-DBSCHEMA-010/REQ-EPIC-039/REQ-PRV-001/REQ-RUNTIME-005/REQ-TOOL-004,ADR-018/ADR-027/ADR-026/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-003,ISSUE-0014,EPIC_ENVELOPE,,EPIC-014,6,MIXED,REQ-AIE-001/REQ-AIE-002/REQ-AIE-003/REQ-AIE-004/REQ-AIE-005/REQ-AIE-006/REQ-AIE-007/REQ-AIE-008/REQ-AIE-009/REQ-AIE-010/REQ-DBSCHEMA-008/REQ-DBSCHEMA-009/REQ-EPIC-014/REQ-FS1-001/REQ-FS1-002/REQ-FS1-003/REQ-FS1-004/REQ-FS1-005/REQ-FS1-006/REQ-FS1-007/REQ-FS1-008/REQ-FS1-009/REQ-FS1-010/REQ-RUNTIME-002/REQ-WORKER-001/REQ-WORKER-002/REQ-WORKER-003/REQ-WORKER-004/REQ-WORKER-005/REQ-WORKER-006/REQ-WORKER-007/REQ-WORKER-008/REQ-WORKER-009/REQ-WORKER-010,ADR-002/ADR-018/ADR-036/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-003,ISSUE-0015,EPIC_ENVELOPE,,EPIC-015,6,MIXED,REQ-EPIC-015/REQ-TOP-001,ADR-002/ADR-036/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-003,ISSUE-0016,EPIC_ENVELOPE,,EPIC-016,6,MIXED,REQ-EPIC-014/REQ-EPIC-015/REQ-EPIC-016/REQ-EPIC-018,ADR-002/ADR-036/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-003,ISSUE-0017,EPIC_ENVELOPE,,EPIC-017,6,MIXED,REQ-FS1-009/REQ-RUN-006/REQ-RUN-007/REQ-RUNTIME-005/REQ-WORKER-008,ADR-002/ADR-018/ADR-036/ADR-039/ADR-054/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-003,ISSUE-0018,EPIC_ENVELOPE,,EPIC-018,6,MIXED,REQ-BEX-001/REQ-BEX-002/REQ-BEX-003/REQ-BEX-004/REQ-BEX-005/REQ-BEX-006/REQ-BEX-007/REQ-BEX-008/REQ-BEX-009/REQ-BEX-010/REQ-EPIC-017/REQ-EPIC-018/REQ-EPIC-062/REQ-MOS-001/REQ-SCH-002/REQ-SCL-001,ADR-036/ADR-039/ADR-048/ADR-049/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-003,ISSUE-0019,EPIC_ENVELOPE,,EPIC-019,6,MIXED,REQ-BEX-001/REQ-BEX-002/REQ-BEX-003/REQ-BEX-004/REQ-BEX-005/REQ-BEX-006/REQ-BEX-007/REQ-BEX-008/REQ-BEX-009/REQ-BEX-010/REQ-DIS-002/REQ-MAT-001/REQ-MOS-004/REQ-RES-001/REQ-SCH-001/REQ-SCL-001,ADR-039/ADR-044/ADR-049/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-003,ISSUE-0020,EPIC_ENVELOPE,,EPIC-020,6,MIXED,REQ-FS1-001/REQ-FS1-002/REQ-FS1-003/REQ-FS1-004/REQ-FS1-005/REQ-FS1-006/REQ-FS1-007/REQ-FS1-008/REQ-FS1-009/REQ-FS1-010,ADR-002/ADR-018/ADR-036/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-005,ISSUE-0021,EPIC_ENVELOPE,,EPIC-021,6,MIXED,REQ-DBSCHEMA-005/REQ-EPIC-021/REQ-FS1-001/REQ-FS1-002/REQ-FS1-003/REQ-FS1-004/REQ-FS1-005/REQ-FS1-006/REQ-FS1-007/REQ-FS1-008/REQ-FS1-009/REQ-FS1-010/REQ-NATIVE-001/REQ-NATIVE-002/REQ-NATIVE-003/REQ-NATIVE-004/REQ-NATIVE-005/REQ-NATIVE-006/REQ-NATIVE-007/REQ-NATIVE-008/REQ-NATIVE-009/REQ-NATIVE-010/REQ-SCP-001,ADR-046/ADR-044/ADR-047/ADR-041/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-005,ISSUE-0022,EPIC_ENVELOPE,,EPIC-022,6,MIXED,REQ-AI-010/REQ-AIE-001/REQ-AIE-002/REQ-AIE-003/REQ-AIE-004/REQ-AIE-005/REQ-AIE-006/REQ-AIE-007/REQ-AIE-008/REQ-AIE-009/REQ-AIE-010/REQ-CLASSICPROFILE-001/REQ-CLASSICPROFILE-002/REQ-CLASSICPROFILE-003/REQ-CLASSICPROFILE-004/REQ-CLASSICPROFILE-005/REQ-CLASSICPROFILE-006/REQ-CLASSICPROFILE-007/REQ-CLASSICPROFILE-008/REQ-CLASSICPROFILE-009/REQ-CLASSICPROFILE-010/REQ-FS1-001/REQ-FS1-002/REQ-FS1-003/REQ-FS1-004/REQ-FS1-005/REQ-FS1-006/REQ-FS1-007/REQ-FS1-008/REQ-FS1-009/REQ-FS1-010/REQ-NATIVE-001/REQ-NATIVE-002/REQ-NATIVE-003/REQ-NATIVE-004/REQ-NATIVE-005/REQ-NATIVE-006/REQ-NATIVE-007/REQ-NATIVE-008/REQ-NATIVE-009/REQ-NATIVE-010/REQ-SGVCAL-001/REQ-SGVCAL-002/REQ-SGVCAL-003/REQ-SGVCAL-004/REQ-SGVCAL-005/REQ-SGVCAL-006/REQ-SGVCAL-007/REQ-SGVCAL-008/REQ-SGVCAL-009/REQ-SGVCAL-010,ADR-051/ADR-046/ADR-044/ADR-041/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-005,ISSUE-0023,EPIC_ENVELOPE,,EPIC-023,6,MIXED,REQ-FS1-001/REQ-FS1-002/REQ-FS1-003/REQ-FS1-004/REQ-FS1-005/REQ-FS1-006/REQ-FS1-007/REQ-FS1-008/REQ-FS1-009/REQ-FS1-010/REQ-HOM-001/REQ-MCH-001/REQ-SDR-001,ADR-044/ADR-053/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-005,ISSUE-0024,EPIC_ENVELOPE,,EPIC-024,6,MIXED,REQ-AIE-001/REQ-AIE-002/REQ-AIE-003/REQ-AIE-004/REQ-AIE-005/REQ-AIE-006/REQ-AIE-007/REQ-AIE-008/REQ-AIE-009/REQ-AIE-010/REQ-ANC-002/REQ-ANC-003/REQ-ANC-006/REQ-ANC-007/REQ-CRS-003/REQ-EPIC-021/REQ-EST-001/REQ-FS1-001/REQ-FS1-002/REQ-FS1-003/REQ-FS1-004/REQ-FS1-005/REQ-FS1-006/REQ-FS1-007/REQ-FS1-008/REQ-FS1-009/REQ-FS1-010/REQ-GCP-001/REQ-HOM-001/REQ-MOS-003/REQ-MOS-005/REQ-MSK-001/REQ-QUAL-001/REQ-QUAL-002/REQ-QUAL-003/REQ-QUAL-004/REQ-RAS-003/REQ-REF-001/REQ-REF-002/REQ-REV-003/REQ-RMV-001/REQ-RMV-002/REQ-SDR-002,ADR-046/ADR-044/ADR-048/ADR-041/ADR-049/ADR-050/ADR-053/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-005,ISSUE-0025,EPIC_ENVELOPE,,EPIC-025,6,MIXED,REQ-QUAL-004,ADR-046/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-005,ISSUE-0026,EPIC_ENVELOPE,,EPIC-026,6,MIXED,REQ-AI-005/REQ-ART-001/REQ-ARTLAYOUT-001/REQ-ARTLAYOUT-002/REQ-ARTLAYOUT-003/REQ-ARTLAYOUT-004/REQ-ARTLAYOUT-005/REQ-ARTLAYOUT-006/REQ-ARTLAYOUT-007/REQ-ARTLAYOUT-008/REQ-ARTLAYOUT-009/REQ-ARTLAYOUT-010/REQ-DBSCHEMA-006/REQ-FS1-001/REQ-FS1-002/REQ-FS1-003/REQ-FS1-004/REQ-FS1-005/REQ-FS1-006/REQ-FS1-007/REQ-FS1-008/REQ-FS1-009/REQ-FS1-010/REQ-NATIVE-001/REQ-NATIVE-002/REQ-NATIVE-003/REQ-NATIVE-004/REQ-NATIVE-005/REQ-NATIVE-006/REQ-NATIVE-007/REQ-NATIVE-008/REQ-NATIVE-009/REQ-NATIVE-010,ADR-051/ADR-018/ADR-044/ADR-027/ADR-041/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-005,ISSUE-0027,EPIC_ENVELOPE,,EPIC-027,6,MIXED,REQ-SRC-001/REQ-SRC-002,ADR-047/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-005,ISSUE-0028,EPIC_ENVELOPE,,EPIC-028,6,MIXED,REQ-AI-012/REQ-AIE-001/REQ-AIE-002/REQ-AIE-003/REQ-AIE-004/REQ-AIE-005/REQ-AIE-006/REQ-AIE-007/REQ-AIE-008/REQ-AIE-009/REQ-AIE-010/REQ-CLASSICPROFILE-001/REQ-CLASSICPROFILE-002/REQ-CLASSICPROFILE-003/REQ-CLASSICPROFILE-004/REQ-CLASSICPROFILE-005/REQ-CLASSICPROFILE-006/REQ-CLASSICPROFILE-007/REQ-CLASSICPROFILE-008/REQ-CLASSICPROFILE-009/REQ-CLASSICPROFILE-010/REQ-SCP-001/REQ-SDR-001/REQ-SDR-002/REQ-SDR-003/REQ-SDR-004/REQ-SGVCAL-001/REQ-SGVCAL-002/REQ-SGVCAL-003/REQ-SGVCAL-004/REQ-SGVCAL-005/REQ-SGVCAL-006/REQ-SGVCAL-007/REQ-SGVCAL-008/REQ-SGVCAL-009/REQ-SGVCAL-010/REQ-SRG-001/REQ-SRG-002/REQ-SRG-003/REQ-SRG-004/REQ-TOOL-007/REQ-TST-001,ADR-046/ADR-047/ADR-053/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-005,ISSUE-0029,EPIC_ENVELOPE,,EPIC-029,6,MIXED,REQ-AI-008/REQ-AI-010/REQ-AI-011/REQ-AI-014/REQ-SRC-005/REQ-UX-002,ADR-051/ADR-044/ADR-047/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-005,ISSUE-0030,EPIC_ENVELOPE,,EPIC-030,6,MIXED,REQ-EPIC-016/REQ-EPIC-037/REQ-EPIC-038,ADR-036/ADR-046/ADR-048/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-009,ISSUE-0031,EPIC_ENVELOPE,,EPIC-031,6,MIXED,REQ-EPIC-031/REQ-FS-001/REQ-FS1-001/REQ-FS1-002/REQ-FS1-003/REQ-FS1-004/REQ-FS1-005/REQ-FS1-006/REQ-FS1-007/REQ-FS1-008/REQ-FS1-009/REQ-FS1-010/REQ-RUN-001/REQ-RUN-002/REQ-RUN-003/REQ-RUN-004/REQ-RUN-005/REQ-RUN-006/REQ-RUN-007/REQ-RUN-008/REQ-RUN-009/REQ-RUN-010/REQ-RUNTIME-008/REQ-TOOL-008/REQ-TOOL-009/REQ-UX-001,ADR-002/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-009,ISSUE-0032,EPIC_ENVELOPE,,EPIC-032,6,MIXED,REQ-ANC-005/REQ-MSK-003/REQ-MTD-001/REQ-RMR-002/REQ-UX-001,ADR-002/ADR-044/ADR-049/ADR-050/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-009,ISSUE-0033,EPIC_ENVELOPE,,EPIC-033,6,MIXED,REQ-AI-011/REQ-SRC-004/REQ-UX-002,ADR-051/ADR-044/ADR-047/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-009,ISSUE-0034,EPIC_ENVELOPE,,EPIC-034,6,MIXED,REQ-BAT-001/REQ-BEX-001/REQ-BEX-002/REQ-BEX-003/REQ-BEX-004/REQ-BEX-005/REQ-BEX-006/REQ-BEX-007/REQ-BEX-008/REQ-BEX-009/REQ-BEX-010/REQ-CAT-001/REQ-EPIC-035/REQ-EPIC-037/REQ-EPIC-062/REQ-EPIC-070/REQ-QUAL-003/REQ-QUAL-005/REQ-SCL-002/REQ-SMO-002/REQ-SMO-004,ADR-046/ADR-039/ADR-048/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-009,ISSUE-0035,EPIC_ENVELOPE,,EPIC-035,6,MIXED,REQ-EPIC-035,ADR-048/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-009,ISSUE-0036,EPIC_ENVELOPE,,EPIC-036,6,MIXED,REQ-AI-016/REQ-EPIC-038/REQ-UX-003,ADR-051/ADR-046/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-010,ISSUE-0037,EPIC_ENVELOPE,,EPIC-037,6,MIXED,REQ-BEX-001/REQ-BEX-002/REQ-BEX-003/REQ-BEX-004/REQ-BEX-005/REQ-BEX-006/REQ-BEX-007/REQ-BEX-008/REQ-BEX-009/REQ-BEX-010/REQ-EPIC-037/REQ-EPIC-070/REQ-GCP-002/REQ-MSK-002/REQ-PROV-001/REQ-QUAL-002/REQ-QUAL-003/REQ-RMR-001/REQ-RMR-003/REQ-SCL-002/REQ-SCM-003/REQ-SDR-004/REQ-SRP-003,ADR-018/ADR-046/ADR-039/ADR-048/ADR-041/ADR-050/ADR-053/ADR-026/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-010,ISSUE-0038,EPIC_ENVELOPE,,EPIC-038,6,MIXED,REQ-QUAL-005,ADR-046/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-011,ISSUE-0039,EPIC_ENVELOPE,,EPIC-039,6,MIXED,REQ-AIE-001/REQ-AIE-002/REQ-AIE-003/REQ-AIE-004/REQ-AIE-005/REQ-AIE-006/REQ-AIE-007/REQ-AIE-008/REQ-AIE-009/REQ-AIE-010/REQ-ARTLAYOUT-001/REQ-ARTLAYOUT-004/REQ-ARTLAYOUT-008/REQ-ARTLAYOUT-009/REQ-EPIC-018/REQ-LOG-001/REQ-MET-001/REQ-OBS-001/REQ-OBS-002/REQ-RUNTIME-009/REQ-RUNTIME-010/REQ-WORKER-001/REQ-WORKER-002/REQ-WORKER-003/REQ-WORKER-004/REQ-WORKER-005/REQ-WORKER-006/REQ-WORKER-007/REQ-WORKER-008/REQ-WORKER-009/REQ-WORKER-010,ADR-002/ADR-018/ADR-036/ADR-054/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-011,ISSUE-0040,EPIC_ENVELOPE,,EPIC-040,6,MIXED,REQ-NFR-001/REQ-OUT-001/REQ-RES-001/REQ-RMQ-001/REQ-SCH-004/REQ-SCL-001/REQ-SMO-001/REQ-SMO-003/REQ-SRP-001,ADR-039/ADR-041/ADR-050/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-002,ISSUE-0041,EPIC_ENVELOPE,,EPIC-041,6,MIXED,REQ-AIE-001/REQ-AIE-002/REQ-AIE-003/REQ-AIE-004/REQ-AIE-005/REQ-AIE-006/REQ-AIE-007/REQ-AIE-008/REQ-AIE-009/REQ-AIE-010/REQ-ARTLAYOUT-010/REQ-AUTH-IMPL-001/REQ-AUTH-IMPL-002/REQ-AUTH-IMPL-003/REQ-AUTH-IMPL-004/REQ-AUTH-IMPL-005/REQ-AUTH-IMPL-006/REQ-AUTH-IMPL-007/REQ-AUTH-IMPL-008/REQ-AUTH-IMPL-009/REQ-AUTH-IMPL-010/REQ-EPIC-041/REQ-FS-001/REQ-NET-001/REQ-SRC-002/REQ-SRC-003,ADR-002/ADR-018/ADR-028/ADR-034/ADR-047/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-012,ISSUE-0042,EPIC_ENVELOPE,,EPIC-042,6,MIXED,REQ-CIT-001/REQ-EPIC-042/REQ-EPIC-043/REQ-OSS-001/REQ-PUB-004,ADR-034/ADR-047/ADR-054/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-012,ISSUE-0043,EPIC_ENVELOPE,,EPIC-043,6,MIXED,REQ-SRG-003/REQ-SRG-004/REQ-TOOL-008/REQ-TOOL-010,ADR-053/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-005,ISSUE-0044,EPIC_ENVELOPE,,EPIC-044,6,MIXED,REQ-ART-002/REQ-CRS-006/REQ-OUT-001/REQ-RAS-001/REQ-RAS-002,ADR-018/ADR-041/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-005,ISSUE-0045,EPIC_ENVELOPE,,EPIC-045,6,MIXED,REQ-MSK-001/REQ-MSK-002/REQ-MSK-003/REQ-RAS-001,ADR-044/ADR-041/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-005,ISSUE-0046,EPIC_ENVELOPE,,EPIC-046,6,MIXED,REQ-AI-017/REQ-ANC-004/REQ-ART-002/REQ-ART-003/REQ-RAS-005,ADR-051/ADR-018/ADR-041/ADR-049/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-005,ISSUE-0047,EPIC_ENVELOPE,,EPIC-047,6,MIXED,REQ-MAT-001,ADR-044/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-005,ISSUE-0048,EPIC_ENVELOPE,,EPIC-048,6,MIXED,REQ-MTD-001,ADR-044/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
