sprint,bounded_context,epic_id,story_id,issue_id,task_id,role,governing_adrs,requirements,status
SPRINT-001,BC-001,EPIC-003,STORY-0011,ISSUE-0121,TASK-0011,Arquiteto,ADR-003/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-014,REQ-TOP-001,PASS
SPRINT-001,BC-001,EPIC-003,STORY-0012,ISSUE-0122,TASK-0012,Tech Lead,ADR-001/ADR-003/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-014,REQ-DEL-001/REQ-DEV-001,PASS
SPRINT-001,BC-001,EPIC-003,STORY-0013,ISSUE-0123,TASK-0013,DevOps,ADR-003/ADR-006/ADR-007/ADR-008/ADR-009/ADR-010/ADR-011/ADR-033/ADR-034,,PASS
SPRINT-001,BC-001,EPIC-003,STORY-0014,ISSUE-0124,TASK-0014,Tech Lead,ADR-003/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011,,PASS
SPRINT-001,BC-001,EPIC-003,STORY-0015,ISSUE-0125,TASK-0015,Reviewer,ADR-003/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011,,PASS
SPRINT-001,BC-001,EPIC-004,STORY-0016,ISSUE-0126,TASK-0016,Arquiteto,ADR-003/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011,,PASS
SPRINT-001,BC-001,EPIC-004,STORY-0017,ISSUE-0127,TASK-0017,Tech Lead,ADR-003/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011,,PASS
SPRINT-001,BC-001,EPIC-004,STORY-0018,ISSUE-0128,TASK-0018,DevOps,ADR-003/ADR-006/ADR-007/ADR-008/ADR-009/ADR-010/ADR-011/ADR-033/ADR-034,,PASS
SPRINT-001,BC-001,EPIC-004,STORY-0019,ISSUE-0129,TASK-0019,Tech Lead,ADR-003/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-045,REQ-FS1-006,PASS
SPRINT-001,BC-001,EPIC-004,STORY-0020,ISSUE-0130,TASK-0020,Reviewer,ADR-003/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011,,PASS
SPRINT-001,BC-001,EPIC-005,STORY-0021,ISSUE-0131,TASK-0021,Arquiteto,ADR-003/ADR-006/ADR-007/ADR-008,,PASS
SPRINT-001,BC-001,EPIC-005,STORY-0022,ISSUE-0132,TASK-0022,Tech Lead,ADR-003/ADR-006/ADR-007/ADR-008,,PASS
SPRINT-001,BC-001,EPIC-005,STORY-0023,ISSUE-0133,TASK-0023,DevOps,ADR-003/ADR-006/ADR-007/ADR-008/ADR-009/ADR-033/ADR-034,,PASS
SPRINT-001,BC-001,EPIC-005,STORY-0024,ISSUE-0134,TASK-0024,Tech Lead,ADR-003/ADR-006/ADR-007/ADR-008/ADR-038/ADR-039/ADR-045,REQ-BEX-001/REQ-BEX-006/REQ-FS1-006,PASS
SPRINT-001,BC-001,EPIC-005,STORY-0025,ISSUE-0135,TASK-0025,Reviewer,ADR-003/ADR-006/ADR-007/ADR-008,,PASS
SPRINT-001,BC-001,EPIC-006,STORY-0026,ISSUE-0136,TASK-0026,Arquiteto,ADR-003/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011,,PASS
SPRINT-001,BC-001,EPIC-006,STORY-0027,ISSUE-0137,TASK-0027,Tech Lead,ADR-003/ADR-006/ADR-007/ADR-008/ADR-051/ADR-053,REQ-AI-007/REQ-TST-001,PASS
SPRINT-001,BC-001,EPIC-006,STORY-0028,ISSUE-0138,TASK-0028,DevOps,ADR-003/ADR-006/ADR-007/ADR-008/ADR-009/ADR-033/ADR-034,,PASS
SPRINT-001,BC-001,EPIC-006,STORY-0029,ISSUE-0139,TASK-0029,Tech Lead,ADR-003/ADR-006/ADR-007/ADR-008,,PASS
SPRINT-001,BC-001,EPIC-006,STORY-0030,ISSUE-0140,TASK-0030,Reviewer,ADR-003/ADR-006/ADR-007/ADR-008,,PASS
SPRINT-001,BC-001,EPIC-007,STORY-0031,ISSUE-0141,TASK-0031,Arquiteto,ADR-003/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011,,PASS
SPRINT-001,BC-001,EPIC-007,STORY-0032,ISSUE-0142,TASK-0032,Tech Lead,ADR-002/ADR-003/ADR-006/ADR-007/ADR-008/ADR-037/ADR-056/ADR-057,REQ-CIT-001/REQ-EPIC-042/REQ-OSS-001/REQ-PUB-002,PASS
SPRINT-001,BC-001,EPIC-007,STORY-0033,ISSUE-0143,TASK-0033,DevOps,ADR-003/ADR-006/ADR-007/ADR-008/ADR-009/ADR-033/ADR-034,,PASS
SPRINT-001,BC-001,EPIC-007,STORY-0034,ISSUE-0144,TASK-0034,Tech Lead,ADR-003/ADR-006/ADR-007/ADR-008,,PASS
SPRINT-001,BC-001,EPIC-007,STORY-0035,ISSUE-0145,TASK-0035,Reviewer,ADR-003/ADR-006/ADR-007/ADR-008,,PASS
SPRINT-002,BC-002,EPIC-008,STORY-0036,ISSUE-0146,TASK-0036,Arquiteto,ADR-003/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-031,REQ-AUTH-IMPL-007,PASS
SPRINT-002,BC-002,EPIC-008,STORY-0037,ISSUE-0147,TASK-0037,Backend,ADR-003/ADR-005/ADR-006/ADR-007/ADR-008/ADR-016,,PASS
SPRINT-002,BC-002,EPIC-008,STORY-0038,ISSUE-0148,TASK-0038,Frontend,ADR-003/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-014,,PASS
SPRINT-002,BC-002,EPIC-008,STORY-0039,ISSUE-0149,TASK-0039,Security,ADR-003/ADR-005/ADR-006/ADR-007/ADR-008/ADR-030/ADR-031/ADR-032/ADR-034,REQ-EPIC-076/REQ-INS-002,PASS
SPRINT-002,BC-002,EPIC-008,STORY-0040,ISSUE-0150,TASK-0040,Reviewer,ADR-003/ADR-006/ADR-007/ADR-008,,PASS
SPRINT-002,BC-002,EPIC-009,STORY-0041,ISSUE-0151,TASK-0041,Arquiteto,ADR-003/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-031,REQ-AUTH-IMPL-007,PASS
SPRINT-002,BC-002,EPIC-009,STORY-0042,ISSUE-0152,TASK-0042,Backend,ADR-003/ADR-005/ADR-006/ADR-007/ADR-008/ADR-016,,PASS
SPRINT-002,BC-002,EPIC-009,STORY-0043,ISSUE-0153,TASK-0043,Frontend,ADR-003/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-014,,PASS
SPRINT-002,BC-002,EPIC-009,STORY-0044,ISSUE-0154,TASK-0044,Security,ADR-003/ADR-005/ADR-006/ADR-007/ADR-008/ADR-030/ADR-031/ADR-032,,PASS
SPRINT-002,BC-002,EPIC-009,STORY-0045,ISSUE-0155,TASK-0045,Reviewer,ADR-003/ADR-006/ADR-007/ADR-008,,PASS
SPRINT-002,BC-002,EPIC-010,STORY-0046,ISSUE-0156,TASK-0046,Arquiteto,ADR-003/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-031,REQ-AUTH-IMPL-007,PASS
SPRINT-002,BC-002,EPIC-010,STORY-0047,ISSUE-0157,TASK-0047,Backend,ADR-003/ADR-005/ADR-006/ADR-007/ADR-008/ADR-016,,PASS
SPRINT-002,BC-002,EPIC-010,STORY-0048,ISSUE-0158,TASK-0048,Frontend,ADR-003/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-014,,PASS
SPRINT-002,BC-002,EPIC-010,STORY-0049,ISSUE-0159,TASK-0049,Security,ADR-003/ADR-005/ADR-006/ADR-007/ADR-008/ADR-030/ADR-031/ADR-032,,PASS
SPRINT-002,BC-002,EPIC-010,STORY-0050,ISSUE-0160,TASK-0050,Reviewer,ADR-003/ADR-006/ADR-007/ADR-008,,PASS
SPRINT-002,BC-002,EPIC-011,STORY-0051,ISSUE-0161,TASK-0051,Arquiteto,ADR-003/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-017/ADR-031/ADR-055,REQ-AUD-001/REQ-AUTH-IMPL-007/REQ-RUNTIME-010,PASS
SPRINT-002,BC-002,EPIC-011,STORY-0052,ISSUE-0162,TASK-0052,Backend,ADR-003/ADR-005/ADR-006/ADR-007/ADR-008/ADR-016/ADR-021/ADR-028/ADR-029/ADR-031/ADR-055,REQ-AUTH-IMPL-001/REQ-AUTH-IMPL-002/REQ-AUTH-IMPL-003/REQ-AUTH-IMPL-004/REQ-AUTH-IMPL-005/REQ-AUTH-IMPL-006/REQ-AUTH-IMPL-008/REQ-AUTH-IMPL-009/REQ-AUTH-IMPL-010/REQ-RUNTIME-006,PASS
SPRINT-002,BC-002,EPIC-011,STORY-0053,ISSUE-0163,TASK-0053,Frontend,ADR-002/ADR-003/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-014,REQ-RUNTIME-007,PASS
SPRINT-002,BC-002,EPIC-011,STORY-0054,ISSUE-0164,TASK-0054,Security,ADR-003/ADR-005/ADR-006/ADR-007/ADR-008/ADR-030/ADR-031/ADR-032,,PASS
SPRINT-002,BC-002,EPIC-011,STORY-0055,ISSUE-0165,TASK-0055,Reviewer,ADR-003/ADR-006/ADR-007/ADR-008,,PASS
SPRINT-002,BC-003,EPIC-012,STORY-0056,ISSUE-0166,TASK-0056,Arquiteto,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-013/ADR-015/ADR-017/ADR-019/ADR-040/ADR-041,REQ-DBSCHEMA-001/REQ-DBSCHEMA-005/REQ-DBSCHEMA-007/REQ-DBSCHEMA-008/REQ-RUN-001/REQ-RUN-006/REQ-RUN-008/REQ-RUN-010/REQ-RUNTIME-005,PASS
SPRINT-002,BC-003,EPIC-012,STORY-0057,ISSUE-0167,TASK-0057,Backend,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-016,,PASS
SPRINT-002,BC-003,EPIC-012,STORY-0058,ISSUE-0168,TASK-0058,Backend,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-016,,PASS
SPRINT-002,BC-003,EPIC-012,STORY-0059,ISSUE-0169,TASK-0059,Backend,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-016,,PASS
SPRINT-002,BC-003,EPIC-012,STORY-0060,ISSUE-0170,TASK-0060,Security,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-030/ADR-031/ADR-032,,PASS
SPRINT-002,BC-003,EPIC-012,STORY-0061,ISSUE-0171,TASK-0061,Reviewer,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011,,PASS
SPRINT-002,BC-013,EPIC-013,STORY-0062,ISSUE-0172,TASK-0062,Arquiteto,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-019/ADR-026,REQ-DBSCHEMA-001/REQ-DBSCHEMA-010/REQ-RUNTIME-005,PASS
SPRINT-002,BC-013,EPIC-013,STORY-0063,ISSUE-0173,TASK-0063,Backend,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-016/ADR-018/ADR-027/ADR-055,REQ-EPIC-039/REQ-PRV-001/REQ-TOOL-004,PASS
SPRINT-002,BC-013,EPIC-013,STORY-0064,ISSUE-0174,TASK-0064,Backend,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-016,,PASS
SPRINT-002,BC-013,EPIC-013,STORY-0065,ISSUE-0175,TASK-0065,Backend,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-016,,PASS
SPRINT-002,BC-013,EPIC-013,STORY-0066,ISSUE-0176,TASK-0066,Security,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-030/ADR-031/ADR-032,,PASS
SPRINT-002,BC-013,EPIC-013,STORY-0067,ISSUE-0177,TASK-0067,Reviewer,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,,PASS
SPRINT-003,BC-010,EPIC-014,STORY-0068,ISSUE-0178,TASK-0068,Arquiteto,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-019/ADR-034/ADR-038/ADR-044/ADR-051,REQ-AIE-001/REQ-AIE-005/REQ-DBSCHEMA-008/REQ-FS1-001/REQ-FS1-004/REQ-WORKER-001/REQ-WORKER-010,PASS
SPRINT-003,BC-010,EPIC-014,STORY-0069,ISSUE-0179,TASK-0069,Backend,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-016,,PASS
SPRINT-003,BC-010,EPIC-014,STORY-0070,ISSUE-0180,TASK-0070,Backend,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-012/ADR-016/ADR-018/ADR-020/ADR-037,REQ-EPIC-014/REQ-WORKER-002/REQ-WORKER-004/REQ-WORKER-005/REQ-WORKER-006/REQ-WORKER-007/REQ-WORKER-008/REQ-WORKER-009,PASS
SPRINT-003,BC-010,EPIC-014,STORY-0071,ISSUE-0181,TASK-0071,Backend,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-016,,PASS
SPRINT-003,BC-010,EPIC-014,STORY-0072,ISSUE-0182,TASK-0072,DevOps,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008/ADR-009/ADR-033/ADR-034,,PASS
SPRINT-003,BC-010,EPIC-014,STORY-0073,ISSUE-0183,TASK-0073,QA,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008/ADR-009/ADR-046/ADR-055,REQ-AIE-003/REQ-AIE-007/REQ-FS1-005/REQ-FS1-007,PASS
SPRINT-003,BC-010,EPIC-014,STORY-0074,ISSUE-0184,TASK-0074,Reviewer,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,,PASS
SPRINT-003,BC-010,EPIC-015,STORY-0075,ISSUE-0185,TASK-0075,Arquiteto,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-014/ADR-018,REQ-EPIC-015/REQ-TOP-001,PASS
SPRINT-003,BC-010,EPIC-015,STORY-0076,ISSUE-0186,TASK-0076,Backend,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-016,,PASS
SPRINT-003,BC-010,EPIC-015,STORY-0077,ISSUE-0187,TASK-0077,Backend,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-016,,PASS
SPRINT-003,BC-010,EPIC-015,STORY-0078,ISSUE-0188,TASK-0078,Backend,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-016,,PASS
SPRINT-003,BC-010,EPIC-015,STORY-0079,ISSUE-0189,TASK-0079,DevOps,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008/ADR-009/ADR-033/ADR-034,,PASS
SPRINT-003,BC-010,EPIC-015,STORY-0080,ISSUE-0190,TASK-0080,QA,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,,PASS
SPRINT-003,BC-010,EPIC-015,STORY-0081,ISSUE-0191,TASK-0081,Reviewer,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,,PASS
SPRINT-003,BC-010,EPIC-016,STORY-0082,ISSUE-0192,TASK-0082,Arquiteto,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-018/ADR-038,REQ-EPIC-015/REQ-EPIC-016,PASS
SPRINT-003,BC-010,EPIC-016,STORY-0083,ISSUE-0193,TASK-0083,Backend,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-016,,PASS
SPRINT-003,BC-010,EPIC-016,STORY-0084,ISSUE-0194,TASK-0084,Backend,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-016/ADR-038,REQ-EPIC-014/REQ-EPIC-018,PASS
SPRINT-003,BC-010,EPIC-016,STORY-0085,ISSUE-0195,TASK-0085,Backend,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-016,,PASS
SPRINT-003,BC-010,EPIC-016,STORY-0086,ISSUE-0196,TASK-0086,DevOps,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008/ADR-009/ADR-033/ADR-034,,PASS
SPRINT-003,BC-010,EPIC-016,STORY-0087,ISSUE-0197,TASK-0087,QA,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,,PASS
SPRINT-003,BC-010,EPIC-016,STORY-0088,ISSUE-0198,TASK-0088,Reviewer,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,,PASS
SPRINT-003,BC-010,EPIC-017,STORY-0089,ISSUE-0199,TASK-0089,Arquiteto,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011,,PASS
SPRINT-003,BC-010,EPIC-017,STORY-0090,ISSUE-0200,TASK-0090,Backend,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-016,,PASS
SPRINT-003,BC-010,EPIC-017,STORY-0091,ISSUE-0201,TASK-0091,Backend,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-016,,PASS
SPRINT-003,BC-010,EPIC-017,STORY-0092,ISSUE-0202,TASK-0092,Backend,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-016,,PASS
SPRINT-003,BC-010,EPIC-017,STORY-0093,ISSUE-0203,TASK-0093,DevOps,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008/ADR-009/ADR-033/ADR-034,,PASS
SPRINT-003,BC-010,EPIC-017,STORY-0094,ISSUE-0204,TASK-0094,QA,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,,PASS
SPRINT-003,BC-010,EPIC-017,STORY-0095,ISSUE-0205,TASK-0095,Reviewer,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,,PASS
SPRINT-003,BC-010,EPIC-018,STORY-0096,ISSUE-0206,TASK-0096,Arquiteto,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-038/ADR-046,REQ-BEX-003/REQ-BEX-005/REQ-EPIC-017,PASS
SPRINT-003,BC-010,EPIC-018,STORY-0097,ISSUE-0207,TASK-0097,Backend,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-012/ADR-016/ADR-038/ADR-039/ADR-049,REQ-BEX-002/REQ-BEX-004/REQ-BEX-006/REQ-BEX-010/REQ-MOS-001,PASS
SPRINT-003,BC-010,EPIC-018,STORY-0098,ISSUE-0208,TASK-0098,Backend,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-016/ADR-037/ADR-038/ADR-040,REQ-BEX-007/REQ-BEX-008/REQ-BEX-009/REQ-EPIC-018,PASS
SPRINT-003,BC-010,EPIC-018,STORY-0099,ISSUE-0209,TASK-0099,Backend,ADR-002/ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-016/ADR-039/ADR-053,REQ-BEX-001/REQ-EPIC-062/REQ-SCH-002/REQ-SCL-001,PASS
SPRINT-003,BC-010,EPIC-018,STORY-0100,ISSUE-0210,TASK-0100,DevOps,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008/ADR-009/ADR-033/ADR-034,,PASS
SPRINT-003,BC-010,EPIC-018,STORY-0101,ISSUE-0211,TASK-0101,QA,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,,PASS
SPRINT-003,BC-010,EPIC-018,STORY-0102,ISSUE-0212,TASK-0102,Reviewer,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,,PASS
SPRINT-003,BC-010,EPIC-019,STORY-0103,ISSUE-0213,TASK-0103,Arquiteto,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-038/ADR-046,REQ-BEX-003/REQ-BEX-005,PASS
SPRINT-003,BC-010,EPIC-019,STORY-0104,ISSUE-0214,TASK-0104,Backend,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-012/ADR-016/ADR-038/ADR-039/ADR-044,REQ-BEX-002/REQ-BEX-004/REQ-BEX-006/REQ-BEX-010/REQ-MAT-001/REQ-MOS-004,PASS
SPRINT-003,BC-010,EPIC-019,STORY-0105,ISSUE-0215,TASK-0105,Backend,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-012/ADR-016/ADR-037/ADR-038/ADR-039/ADR-040/ADR-047,REQ-BEX-007/REQ-BEX-008/REQ-BEX-009/REQ-DIS-002/REQ-RES-001/REQ-SCH-001,PASS
SPRINT-003,BC-010,EPIC-019,STORY-0106,ISSUE-0216,TASK-0106,Backend,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-016/ADR-039/ADR-053,REQ-BEX-001/REQ-SCL-001,PASS
SPRINT-003,BC-010,EPIC-019,STORY-0107,ISSUE-0217,TASK-0107,DevOps,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008/ADR-009/ADR-033/ADR-034,,PASS
SPRINT-003,BC-010,EPIC-019,STORY-0108,ISSUE-0218,TASK-0108,QA,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,,PASS
SPRINT-003,BC-010,EPIC-019,STORY-0109,ISSUE-0219,TASK-0109,Reviewer,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,,PASS
SPRINT-003,BC-016,EPIC-020,STORY-0110,ISSUE-0220,TASK-0110,Arquiteto,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-044,REQ-FS1-001/REQ-FS1-004,PASS
SPRINT-003,BC-016,EPIC-020,STORY-0111,ISSUE-0221,TASK-0111,Backend,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-015/ADR-016/ADR-023/ADR-040/ADR-044/ADR-045,REQ-FS1-002/REQ-FS1-003/REQ-FS1-006/REQ-FS1-008/REQ-FS1-009/REQ-FS1-010,PASS
SPRINT-003,BC-016,EPIC-020,STORY-0112,ISSUE-0222,TASK-0112,Backend,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-016,,PASS
SPRINT-003,BC-016,EPIC-020,STORY-0113,ISSUE-0223,TASK-0113,QA,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008/ADR-046/ADR-055,REQ-FS1-005/REQ-FS1-007,PASS
SPRINT-003,BC-016,EPIC-020,STORY-0114,ISSUE-0224,TASK-0114,Reviewer,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,,PASS
SPRINT-005,BC-007,EPIC-021,STORY-0115,ISSUE-0225,TASK-0115,Arquiteto,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-041/ADR-044,REQ-DBSCHEMA-005/REQ-FS1-001/REQ-FS1-004/REQ-NATIVE-002,PASS
SPRINT-005,BC-007,EPIC-021,STORY-0116,ISSUE-0226,TASK-0116,Geoprocessamento,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043,,PASS
SPRINT-005,BC-007,EPIC-021,STORY-0117,ISSUE-0227,TASK-0117,Geoprocessamento,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-045,REQ-FS1-006/REQ-NATIVE-001/REQ-NATIVE-004,PASS
SPRINT-005,BC-007,EPIC-021,STORY-0118,ISSUE-0228,TASK-0118,Geoprocessamento,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043,,PASS
SPRINT-005,BC-007,EPIC-021,STORY-0119,ISSUE-0229,TASK-0119,Geoprocessamento,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043,,PASS
SPRINT-005,BC-007,EPIC-021,STORY-0120,ISSUE-0230,TASK-0120,QA,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008/ADR-046/ADR-055,REQ-FS1-005/REQ-FS1-007,PASS
SPRINT-005,BC-007,EPIC-021,STORY-0121,ISSUE-0231,TASK-0121,Reviewer,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,,PASS
SPRINT-005,BC-005,EPIC-022,STORY-0122,ISSUE-0232,TASK-0122,Arquiteto,ADR-002/ADR-003/ADR-004/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-038/ADR-041/ADR-044/ADR-051,REQ-AIE-001/REQ-AIE-005/REQ-CLASSICPROFILE-004/REQ-FS1-001/REQ-FS1-004/REQ-NATIVE-002/REQ-SGVCAL-007,PASS
SPRINT-005,BC-005,EPIC-022,STORY-0123,ISSUE-0233,TASK-0123,Geoprocessamento,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043,,PASS
SPRINT-005,BC-005,EPIC-022,STORY-0124,ISSUE-0234,TASK-0124,Geoprocessamento,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-009/ADR-041/ADR-042/ADR-043/ADR-044/ADR-045,REQ-AI-010/REQ-CLASSICPROFILE-006/REQ-CLASSICPROFILE-010/REQ-FS1-006/REQ-NATIVE-001/REQ-NATIVE-004,PASS
SPRINT-005,BC-005,EPIC-022,STORY-0125,ISSUE-0235,TASK-0125,Geoprocessamento,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043,,PASS
