sprint_id,issue_id,issue_type,story_id,criterion_id,criterion_text,basis_type,requirement_ids,adr_ids,conflict,redundancy,missing_requirement,impossible,cycle,status,notes
SPRINT-001,ISSUE-0113,STORY,STORY-0003,AC-ISSUE-0113-03,"A automação não altera ADRs, contratos congelados ou estado do produto e suporta dry-run quando qualquer ação potencialmente destrutiva for aplicável.",ARCHITECTURAL_CONTROL,,ADR-003/ADR-006/ADR-007/ADR-008/ADR-009/ADR-033/ADR-034,NONE,NONE,NO,NO,NO,PASS,Critério DevOps preservado na decomposição aprovada pelo Owner.
SPRINT-001,ISSUE-0113,STORY,STORY-0003,AC-ISSUE-0113-04,"A evidence DevOps registra saída do validator, execução do workflow, arquivos alterados e justificativa de escopo.",ARCHITECTURAL_CONTROL,,ADR-003/ADR-006/ADR-007/ADR-008/ADR-009/ADR-033/ADR-034,NONE,NONE,NO,NO,NO,PASS,Critério DevOps preservado na decomposição aprovada pelo Owner.
SPRINT-001,ISSUE-0114,STORY,STORY-0004,AC-ISSUE-0114-01,"O resultado de “governança de decisões arquiteturais e manutenção da baseline normativa” é observável por contrato, interface, artifact ou evidência executável.",ARCHITECTURAL_CONTROL,,ADR-003/ADR-006/ADR-007/ADR-008,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-001,ISSUE-0114,STORY,STORY-0004,AC-ISSUE-0114-02,Os requisitos vinculados possuem evidência explícita no commit candidato.,ARCHITECTURAL_CONTROL,,ADR-003/ADR-006/ADR-007/ADR-008,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-001,ISSUE-0114,STORY,STORY-0004,AC-ISSUE-0114-03,"Estados de erro e caminhos fail-closed aplicáveis são testados, sem fallback silencioso.",ARCHITECTURAL_CONTROL,,ADR-003/ADR-006/ADR-007/ADR-008,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-001,ISSUE-0114,STORY,STORY-0004,AC-ISSUE-0114-04,A integração não duplica regra de negócio nem cria dependência cíclica entre módulos.,ARCHITECTURAL_CONTROL,,ADR-003/ADR-006/ADR-007/ADR-008,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-001,ISSUE-0115,STORY,STORY-0005,AC-ISSUE-0115-01,"O resultado de “governança de decisões arquiteturais e manutenção da baseline normativa” é observável por contrato, interface, artifact ou evidência executável.",ARCHITECTURAL_CONTROL,,ADR-003/ADR-006/ADR-007/ADR-008,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-001,ISSUE-0115,STORY,STORY-0005,AC-ISSUE-0115-02,Os requisitos vinculados possuem evidência explícita no commit candidato.,ARCHITECTURAL_CONTROL,,ADR-003/ADR-006/ADR-007/ADR-008,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-001,ISSUE-0115,STORY,STORY-0005,AC-ISSUE-0115-03,"Estados de erro e caminhos fail-closed aplicáveis são testados, sem fallback silencioso.",ARCHITECTURAL_CONTROL,,ADR-003/ADR-006/ADR-007/ADR-008,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-001,ISSUE-0115,STORY,STORY-0005,AC-ISSUE-0115-04,"QA e Reviewer referenciam o mesmo commit, evidências e riscos residuais; nenhuma aprovação é implícita.",ARCHITECTURAL_CONTROL,,ADR-003/ADR-006/ADR-007/ADR-008,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-001,ISSUE-0116,STORY,STORY-0006,AC-ISSUE-0116-01,Todos os slices vinculados estão concluídos no mesmo baseline candidato.,ARCHITECTURAL_CONTROL,,ADR-003/ADR-006/ADR-007/ADR-008,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-001,ISSUE-0116,STORY,STORY-0006,AC-ISSUE-0116-02,Cobertura requisito→história permanece integral e sem duplicação normativa.,ARCHITECTURAL_CONTROL,,ADR-003/ADR-006/ADR-007/ADR-008,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-001,ISSUE-0116,STORY,STORY-0006,AC-ISSUE-0116-03,Contratos e outputs dos slices integram sem colisão ou implementação redundante.,ARCHITECTURAL_CONTROL,,ADR-003/ADR-006/ADR-007/ADR-008,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-001,ISSUE-0116,STORY,STORY-0006,AC-ISSUE-0116-04,Reviewer registra riscos residuais e libera dependentes.,ARCHITECTURAL_CONTROL,,ADR-003/ADR-006/ADR-007/ADR-008,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-001,ISSUE-0117,STORY,STORY-0007,AC-ISSUE-0117-01,Todos os slices vinculados estão concluídos no mesmo baseline candidato.,ARCHITECTURAL_CONTROL,,ADR-003/ADR-006/ADR-007/ADR-008,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-001,ISSUE-0117,STORY,STORY-0007,AC-ISSUE-0117-02,Cobertura requisito→história permanece integral e sem duplicação normativa.,ARCHITECTURAL_CONTROL,,ADR-003/ADR-006/ADR-007/ADR-008,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-001,ISSUE-0117,STORY,STORY-0007,AC-ISSUE-0117-03,Contratos e outputs dos slices integram sem colisão ou implementação redundante.,ARCHITECTURAL_CONTROL,,ADR-003/ADR-006/ADR-007/ADR-008,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-001,ISSUE-0117,STORY,STORY-0007,AC-ISSUE-0117-04,Reviewer registra riscos residuais e libera dependentes.,ARCHITECTURAL_CONTROL,,ADR-003/ADR-006/ADR-007/ADR-008,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-001,ISSUE-0118,STORY,STORY-0008,AC-ISSUE-0118-01,"O resultado de “repositório privado, Project central/views/campos, labels, Issue Forms, templates, ruleset, checks e configuração reproduzível” é observável por contrato, interface, artifact ou evidência executável.",ARCHITECTURAL_CONTROL,,ADR-003/ADR-006/ADR-007/ADR-008/ADR-009/ADR-033/ADR-034,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-001,ISSUE-0118,STORY,STORY-0008,AC-ISSUE-0118-02,Os requisitos vinculados possuem evidência explícita no commit candidato.,ARCHITECTURAL_CONTROL,,ADR-003/ADR-006/ADR-007/ADR-008/ADR-009/ADR-033/ADR-034,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-001,ISSUE-0118,STORY,STORY-0008,AC-ISSUE-0118-03,"Estados de erro e caminhos fail-closed aplicáveis são testados, sem fallback silencioso.",ARCHITECTURAL_CONTROL,,ADR-003/ADR-006/ADR-007/ADR-008/ADR-009/ADR-033/ADR-034,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-001,ISSUE-0118,STORY,STORY-0008,AC-ISSUE-0118-04,"A automação é idempotente, suporta dry-run quando destrutiva e falha com diagnóstico acionável.",ARCHITECTURAL_CONTROL,,ADR-003/ADR-006/ADR-007/ADR-008/ADR-009/ADR-033/ADR-034,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-001,ISSUE-0119,STORY,STORY-0009,AC-ISSUE-0119-01,"O resultado de “repositório privado, Project central/views/campos, labels, Issue Forms, templates, ruleset, checks e configuração reproduzível” é observável por contrato, interface, artifact ou evidência executável.",DIRECT_REQUIREMENT,REQ-CLASSICPROFILE-006/REQ-CLASSICPROFILE-008/REQ-CLASSICPROFILE-010/REQ-NATIVE-001/REQ-NATIVE-004,ADR-003/ADR-006/ADR-007/ADR-008/ADR-042/ADR-044/ADR-045,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-001,ISSUE-0119,STORY,STORY-0009,AC-ISSUE-0119-02,"Os requisitos REQ-CLASSICPROFILE-006, REQ-CLASSICPROFILE-008, REQ-CLASSICPROFILE-010, REQ-NATIVE-001, REQ-NATIVE-004 possuem evidência explícita no commit candidato.",DIRECT_REQUIREMENT,REQ-CLASSICPROFILE-006/REQ-CLASSICPROFILE-008/REQ-CLASSICPROFILE-010/REQ-NATIVE-001/REQ-NATIVE-004,ADR-003/ADR-006/ADR-007/ADR-008/ADR-042/ADR-044/ADR-045,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-001,ISSUE-0119,STORY,STORY-0009,AC-ISSUE-0119-03,"Estados de erro e caminhos fail-closed aplicáveis são testados, sem fallback silencioso.",ARCHITECTURAL_CONTROL,,ADR-003/ADR-006/ADR-007/ADR-008/ADR-042/ADR-044/ADR-045,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-001,ISSUE-0119,STORY,STORY-0009,AC-ISSUE-0119-04,A integração não duplica regra de negócio nem cria dependência cíclica entre módulos.,ARCHITECTURAL_CONTROL,,ADR-003/ADR-006/ADR-007/ADR-008/ADR-042/ADR-044/ADR-045,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-001,ISSUE-0120,STORY,STORY-0010,AC-ISSUE-0120-01,"O resultado de “repositório privado, Project central/views/campos, labels, Issue Forms, templates, ruleset, checks e configuração reproduzível” é observável por contrato, interface, artifact ou evidência executável.",ARCHITECTURAL_CONTROL,,ADR-003/ADR-006/ADR-007/ADR-008,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-001,ISSUE-0120,STORY,STORY-0010,AC-ISSUE-0120-02,Os requisitos vinculados possuem evidência explícita no commit candidato.,ARCHITECTURAL_CONTROL,,ADR-003/ADR-006/ADR-007/ADR-008,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-001,ISSUE-0120,STORY,STORY-0010,AC-ISSUE-0120-03,"Estados de erro e caminhos fail-closed aplicáveis são testados, sem fallback silencioso.",ARCHITECTURAL_CONTROL,,ADR-003/ADR-006/ADR-007/ADR-008,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-001,ISSUE-0120,STORY,STORY-0010,AC-ISSUE-0120-04,"QA e Reviewer referenciam o mesmo commit, evidências e riscos residuais; nenhuma aprovação é implícita.",ARCHITECTURAL_CONTROL,,ADR-003/ADR-006/ADR-007/ADR-008,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-001,ISSUE-0121,STORY,STORY-0011,AC-ISSUE-0121-01,"O resultado de “monorepo greenfield com CLI/API/Web mínimos e checks reproduzíveis” é observável por contrato, interface, artifact ou evidência executável.",DIRECT_REQUIREMENT,REQ-TOP-001,ADR-003/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-014,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-001,ISSUE-0121,STORY,STORY-0011,AC-ISSUE-0121-02,Os requisitos REQ-TOP-001 possuem evidência explícita no commit candidato.,DIRECT_REQUIREMENT,REQ-TOP-001,ADR-003/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-014,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-001,ISSUE-0121,STORY,STORY-0011,AC-ISSUE-0121-03,"Estados de erro e caminhos fail-closed aplicáveis são testados, sem fallback silencioso.",ARCHITECTURAL_CONTROL,,ADR-003/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-014,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-001,ISSUE-0121,STORY,STORY-0011,AC-ISSUE-0121-04,"Schemas, estados, compatibilidade e autoridade de dados estão versionados e revisados pelo Arquiteto.",ARCHITECTURAL_CONTROL,,ADR-003/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-014,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-001,ISSUE-0122,STORY,STORY-0012,AC-ISSUE-0122-01,"O resultado de “monorepo greenfield com CLI/API/Web mínimos e checks reproduzíveis” é observável por contrato, interface, artifact ou evidência executável.",DIRECT_REQUIREMENT,REQ-DEL-001/REQ-DEV-001,ADR-001/ADR-003/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-014,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-001,ISSUE-0122,STORY,STORY-0012,AC-ISSUE-0122-02,"Os requisitos REQ-DEL-001, REQ-DEV-001 possuem evidência explícita no commit candidato.",DIRECT_REQUIREMENT,REQ-DEL-001/REQ-DEV-001,ADR-001/ADR-003/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-014,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-001,ISSUE-0122,STORY,STORY-0012,AC-ISSUE-0122-03,"Estados de erro e caminhos fail-closed aplicáveis são testados, sem fallback silencioso.",ARCHITECTURAL_CONTROL,,ADR-001/ADR-003/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-014,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-001,ISSUE-0122,STORY,STORY-0012,AC-ISSUE-0122-04,A fundação executa localmente e em CI pelos mesmos comandos reproduzíveis.,ARCHITECTURAL_CONTROL,,ADR-001/ADR-003/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-014,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-001,ISSUE-0123,STORY,STORY-0013,AC-ISSUE-0123-01,"O resultado de “monorepo greenfield com CLI/API/Web mínimos e checks reproduzíveis” é observável por contrato, interface, artifact ou evidência executável.",ARCHITECTURAL_CONTROL,,ADR-003/ADR-006/ADR-007/ADR-008/ADR-009/ADR-010/ADR-011/ADR-033/ADR-034,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-001,ISSUE-0123,STORY,STORY-0013,AC-ISSUE-0123-02,Os requisitos vinculados possuem evidência explícita no commit candidato.,ARCHITECTURAL_CONTROL,,ADR-003/ADR-006/ADR-007/ADR-008/ADR-009/ADR-010/ADR-011/ADR-033/ADR-034,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-001,ISSUE-0123,STORY,STORY-0013,AC-ISSUE-0123-03,"Estados de erro e caminhos fail-closed aplicáveis são testados, sem fallback silencioso.",ARCHITECTURAL_CONTROL,,ADR-003/ADR-006/ADR-007/ADR-008/ADR-009/ADR-010/ADR-011/ADR-033/ADR-034,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-001,ISSUE-0123,STORY,STORY-0013,AC-ISSUE-0123-04,"A automação é idempotente, suporta dry-run quando destrutiva e falha com diagnóstico acionável.",ARCHITECTURAL_CONTROL,,ADR-003/ADR-006/ADR-007/ADR-008/ADR-009/ADR-010/ADR-011/ADR-033/ADR-034,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-001,ISSUE-0124,STORY,STORY-0014,AC-ISSUE-0124-01,"O resultado de “monorepo greenfield com CLI/API/Web mínimos e checks reproduzíveis” é observável por contrato, interface, artifact ou evidência executável.",ARCHITECTURAL_CONTROL,,ADR-003/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-001,ISSUE-0124,STORY,STORY-0014,AC-ISSUE-0124-02,Os requisitos vinculados possuem evidência explícita no commit candidato.,ARCHITECTURAL_CONTROL,,ADR-003/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-001,ISSUE-0124,STORY,STORY-0014,AC-ISSUE-0124-03,"Estados de erro e caminhos fail-closed aplicáveis são testados, sem fallback silencioso.",ARCHITECTURAL_CONTROL,,ADR-003/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-001,ISSUE-0124,STORY,STORY-0014,AC-ISSUE-0124-04,A integração não duplica regra de negócio nem cria dependência cíclica entre módulos.,ARCHITECTURAL_CONTROL,,ADR-003/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-001,ISSUE-0125,STORY,STORY-0015,AC-ISSUE-0125-01,"O resultado de “monorepo greenfield com CLI/API/Web mínimos e checks reproduzíveis” é observável por contrato, interface, artifact ou evidência executável.",ARCHITECTURAL_CONTROL,,ADR-003/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-001,ISSUE-0125,STORY,STORY-0015,AC-ISSUE-0125-02,Os requisitos vinculados possuem evidência explícita no commit candidato.,ARCHITECTURAL_CONTROL,,ADR-003/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-001,ISSUE-0125,STORY,STORY-0015,AC-ISSUE-0125-03,"Estados de erro e caminhos fail-closed aplicáveis são testados, sem fallback silencioso.",ARCHITECTURAL_CONTROL,,ADR-003/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-001,ISSUE-0125,STORY,STORY-0015,AC-ISSUE-0125-04,"QA e Reviewer referenciam o mesmo commit, evidências e riscos residuais; nenhuma aprovação é implícita.",ARCHITECTURAL_CONTROL,,ADR-003/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-001,ISSUE-0126,STORY,STORY-0016,AC-ISSUE-0126-01,Todos os slices vinculados estão concluídos no mesmo baseline candidato.,ARCHITECTURAL_CONTROL,,ADR-003/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-001,ISSUE-0126,STORY,STORY-0016,AC-ISSUE-0126-02,Cobertura requisito→história permanece integral e sem duplicação normativa.,ARCHITECTURAL_CONTROL,,ADR-003/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-001,ISSUE-0126,STORY,STORY-0016,AC-ISSUE-0126-03,Contratos e outputs dos slices integram sem colisão ou implementação redundante.,ARCHITECTURAL_CONTROL,,ADR-003/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-001,ISSUE-0126,STORY,STORY-0016,AC-ISSUE-0126-04,Reviewer registra riscos residuais e libera dependentes.,ARCHITECTURAL_CONTROL,,ADR-003/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-001,ISSUE-0127,STORY,STORY-0017,AC-ISSUE-0127-01,Todos os slices vinculados estão concluídos no mesmo baseline candidato.,ARCHITECTURAL_CONTROL,,ADR-003/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-001,ISSUE-0127,STORY,STORY-0017,AC-ISSUE-0127-02,Cobertura requisito→história permanece integral e sem duplicação normativa.,ARCHITECTURAL_CONTROL,,ADR-003/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-001,ISSUE-0127,STORY,STORY-0017,AC-ISSUE-0127-03,Contratos e outputs dos slices integram sem colisão ou implementação redundante.,ARCHITECTURAL_CONTROL,,ADR-003/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-001,ISSUE-0127,STORY,STORY-0017,AC-ISSUE-0127-04,Reviewer registra riscos residuais e libera dependentes.,ARCHITECTURAL_CONTROL,,ADR-003/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-001,ISSUE-0128,STORY,STORY-0018,AC-ISSUE-0128-01,"O resultado de “OpenAPI, cliente TypeScript e contratos CLI/jobs/eventos/artefatos/ProcessingPlan/QualityReport/FailureDiagnostic versionados” é observável por contrato, interface, artifact ou evidência executável.",ARCHITECTURAL_CONTROL,,ADR-003/ADR-006/ADR-007/ADR-008/ADR-009/ADR-010/ADR-011/ADR-033/ADR-034,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-001,ISSUE-0128,STORY,STORY-0018,AC-ISSUE-0128-02,Os requisitos vinculados possuem evidência explícita no commit candidato.,ARCHITECTURAL_CONTROL,,ADR-003/ADR-006/ADR-007/ADR-008/ADR-009/ADR-010/ADR-011/ADR-033/ADR-034,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-001,ISSUE-0128,STORY,STORY-0018,AC-ISSUE-0128-03,"Estados de erro e caminhos fail-closed aplicáveis são testados, sem fallback silencioso.",ARCHITECTURAL_CONTROL,,ADR-003/ADR-006/ADR-007/ADR-008/ADR-009/ADR-010/ADR-011/ADR-033/ADR-034,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-001,ISSUE-0128,STORY,STORY-0018,AC-ISSUE-0128-04,"A automação é idempotente, suporta dry-run quando destrutiva e falha com diagnóstico acionável.",ARCHITECTURAL_CONTROL,,ADR-003/ADR-006/ADR-007/ADR-008/ADR-009/ADR-010/ADR-011/ADR-033/ADR-034,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-001,ISSUE-0129,STORY,STORY-0019,AC-ISSUE-0129-01,"O resultado de “OpenAPI, cliente TypeScript e contratos CLI/jobs/eventos/artefatos/ProcessingPlan/QualityReport/FailureDiagnostic versionados” é observável por contrato, interface, artifact ou evidência executável.",DIRECT_REQUIREMENT,REQ-FS1-006,ADR-003/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-045,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-001,ISSUE-0129,STORY,STORY-0019,AC-ISSUE-0129-02,Os requisitos REQ-FS1-006 possuem evidência explícita no commit candidato.,DIRECT_REQUIREMENT,REQ-FS1-006,ADR-003/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-045,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-001,ISSUE-0129,STORY,STORY-0019,AC-ISSUE-0129-03,"Estados de erro e caminhos fail-closed aplicáveis são testados, sem fallback silencioso.",ARCHITECTURAL_CONTROL,,ADR-003/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-045,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-001,ISSUE-0129,STORY,STORY-0019,AC-ISSUE-0129-04,A integração não duplica regra de negócio nem cria dependência cíclica entre módulos.,ARCHITECTURAL_CONTROL,,ADR-003/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-045,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
