sprint_id,issue_id,issue_type,story_id,task_id,epic_id,bounded_context,role,risk_tier,CTO-001,CTO-002,CTO-003,CTO-004,CTO-005,CTO-006,CTO-007,CTO-008,CTO-009,CTO-010,CTO-011,CTO-012,CTO-013,CTO-014,CTO-015,required_evidence,production_gate,status
SPRINT-001,ISSUE-0092,Epic delivery envelope,,,EPIC-092,BC-001,Tech Lead,CRITICAL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NOT_APPLICABLE,NOT_APPLICABLE,PASS,PASS,PASS,PASS,PASS,contracts/operations/slo-sli-catalog.yaml;docs/05-operations/CAPACITY_AND_SCALING.md;contracts/operations/external-dependency-register.csv;contracts/operations/vendor-exit-matrix.csv;contracts/operations/cost-model.yaml;docs/05-operations/COST_AND_UNIT_ECONOMICS.md;contracts/operations/version-and-rollback-matrix.yaml;docs/03-engineering/DATABASE_MIGRATIONS.md;docs/05-operations/OBSERVABILITY.md;docs/04-quality/THREAT_MODEL.md;docs/04-quality/SECURITY_PRIVACY_LGPD.md;contracts/privacy/lgpd-control-matrix.csv;docs/04-quality/LGPD_CONTROL_MODEL.md;contracts/operations/lock-and-queue-policy.yaml,SECURITY_AND_PRIVACY_GATES,PASS
SPRINT-001,ISSUE-0110,Epic delivery envelope,,,EPIC-110,BC-001,Tech Lead,CRITICAL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,contracts/operations/slo-sli-catalog.yaml;docs/05-operations/CAPACITY_AND_SCALING.md;contracts/operations/external-dependency-register.csv;contracts/operations/vendor-exit-matrix.csv;contracts/operations/cost-model.yaml;docs/05-operations/COST_AND_UNIT_ECONOMICS.md;contracts/operations/lock-and-queue-policy.yaml;contracts/operations/recovery-objectives.yaml;docs/05-operations/BACKUP_RESTORE.md;contracts/operations/version-and-rollback-matrix.yaml;docs/03-engineering/DATABASE_MIGRATIONS.md;docs/05-operations/OBSERVABILITY.md;docs/04-quality/THREAT_MODEL.md;docs/04-quality/SECURITY_PRIVACY_LGPD.md;contracts/privacy/lgpd-control-matrix.csv;docs/04-quality/LGPD_CONTROL_MODEL.md,SECURITY_AND_PRIVACY_GATES,PASS
SPRINT-001,ISSUE-0111,Story,STORY-0001,TASK-0001,EPIC-001,BC-001,Arquiteto,HIGH,PASS,NOT_APPLICABLE,PASS,PASS,PASS,PASS,NOT_APPLICABLE,PASS,NOT_APPLICABLE,NOT_APPLICABLE,PASS,PASS,PASS,PASS,PASS,contracts/operations/slo-sli-catalog.yaml;docs/05-operations/CAPACITY_AND_SCALING.md;contracts/operations/external-dependency-register.csv;contracts/operations/vendor-exit-matrix.csv;contracts/operations/cost-model.yaml;docs/05-operations/COST_AND_UNIT_ECONOMICS.md;contracts/operations/version-and-rollback-matrix.yaml;docs/03-engineering/DATABASE_MIGRATIONS.md;docs/05-operations/OBSERVABILITY.md;docs/04-quality/THREAT_MODEL.md;docs/04-quality/SECURITY_PRIVACY_LGPD.md;contracts/privacy/lgpd-control-matrix.csv;docs/04-quality/LGPD_CONTROL_MODEL.md,BENCHMARK_AND_OPERATIONS_GATES,PASS
SPRINT-001,ISSUE-0112,Story,STORY-0002,TASK-0002,EPIC-001,BC-001,Tech Lead,MEDIUM,NOT_APPLICABLE,NOT_APPLICABLE,PASS,PASS,NOT_APPLICABLE,PASS,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,PASS,PASS,NOT_APPLICABLE,PASS,contracts/operations/external-dependency-register.csv;contracts/operations/vendor-exit-matrix.csv;contracts/operations/cost-model.yaml;docs/05-operations/COST_AND_UNIT_ECONOMICS.md;contracts/operations/slo-sli-catalog.yaml;docs/05-operations/OBSERVABILITY.md;docs/04-quality/THREAT_MODEL.md;docs/04-quality/SECURITY_PRIVACY_LGPD.md;contracts/operations/version-and-rollback-matrix.yaml,IMPLEMENTATION_AUTHORIZATION,PASS
SPRINT-001,ISSUE-0113,Story,STORY-0003,TASK-0003,EPIC-001,BC-001,DevOps,CRITICAL,NOT_APPLICABLE,PASS,PASS,PASS,NOT_APPLICABLE,PASS,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,PASS,PASS,NOT_APPLICABLE,PASS,contracts/operations/lock-and-queue-policy.yaml;contracts/operations/external-dependency-register.csv;contracts/operations/vendor-exit-matrix.csv;contracts/operations/cost-model.yaml;docs/05-operations/COST_AND_UNIT_ECONOMICS.md;contracts/operations/slo-sli-catalog.yaml;docs/05-operations/OBSERVABILITY.md;docs/04-quality/THREAT_MODEL.md;docs/04-quality/SECURITY_PRIVACY_LGPD.md;contracts/operations/version-and-rollback-matrix.yaml,SECURITY_AND_PRIVACY_GATES,PASS
SPRINT-001,ISSUE-0114,Story,STORY-0004,TASK-0004,EPIC-001,BC-001,Tech Lead,MEDIUM,NOT_APPLICABLE,NOT_APPLICABLE,PASS,PASS,NOT_APPLICABLE,PASS,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,PASS,PASS,PASS,NOT_APPLICABLE,PASS,contracts/operations/external-dependency-register.csv;contracts/operations/vendor-exit-matrix.csv;contracts/operations/cost-model.yaml;docs/05-operations/COST_AND_UNIT_ECONOMICS.md;contracts/operations/version-and-rollback-matrix.yaml;docs/03-engineering/DATABASE_MIGRATIONS.md;contracts/operations/slo-sli-catalog.yaml;docs/05-operations/OBSERVABILITY.md;docs/04-quality/THREAT_MODEL.md;docs/04-quality/SECURITY_PRIVACY_LGPD.md,IMPLEMENTATION_AUTHORIZATION,PASS
SPRINT-001,ISSUE-0115,Story,STORY-0005,TASK-0005,EPIC-001,BC-001,Reviewer,MEDIUM,NOT_APPLICABLE,NOT_APPLICABLE,PASS,PASS,NOT_APPLICABLE,PASS,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,PASS,PASS,NOT_APPLICABLE,PASS,contracts/operations/external-dependency-register.csv;contracts/operations/vendor-exit-matrix.csv;contracts/operations/cost-model.yaml;docs/05-operations/COST_AND_UNIT_ECONOMICS.md;contracts/operations/slo-sli-catalog.yaml;docs/05-operations/OBSERVABILITY.md;docs/04-quality/THREAT_MODEL.md;docs/04-quality/SECURITY_PRIVACY_LGPD.md;contracts/operations/version-and-rollback-matrix.yaml,IMPLEMENTATION_AUTHORIZATION,PASS
SPRINT-001,ISSUE-0116,Story,STORY-0006,TASK-0006,EPIC-002,BC-001,Arquiteto,MEDIUM,NOT_APPLICABLE,NOT_APPLICABLE,PASS,PASS,NOT_APPLICABLE,PASS,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,PASS,PASS,PASS,NOT_APPLICABLE,PASS,contracts/operations/external-dependency-register.csv;contracts/operations/vendor-exit-matrix.csv;contracts/operations/cost-model.yaml;docs/05-operations/COST_AND_UNIT_ECONOMICS.md;contracts/operations/version-and-rollback-matrix.yaml;docs/03-engineering/DATABASE_MIGRATIONS.md;contracts/operations/slo-sli-catalog.yaml;docs/05-operations/OBSERVABILITY.md;docs/04-quality/THREAT_MODEL.md;docs/04-quality/SECURITY_PRIVACY_LGPD.md,IMPLEMENTATION_AUTHORIZATION,PASS
SPRINT-001,ISSUE-0117,Story,STORY-0007,TASK-0007,EPIC-002,BC-001,Tech Lead,MEDIUM,NOT_APPLICABLE,NOT_APPLICABLE,PASS,PASS,NOT_APPLICABLE,PASS,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,PASS,PASS,NOT_APPLICABLE,PASS,contracts/operations/external-dependency-register.csv;contracts/operations/vendor-exit-matrix.csv;contracts/operations/cost-model.yaml;docs/05-operations/COST_AND_UNIT_ECONOMICS.md;contracts/operations/slo-sli-catalog.yaml;docs/05-operations/OBSERVABILITY.md;docs/04-quality/THREAT_MODEL.md;docs/04-quality/SECURITY_PRIVACY_LGPD.md;contracts/operations/version-and-rollback-matrix.yaml,IMPLEMENTATION_AUTHORIZATION,PASS
SPRINT-001,ISSUE-0118,Story,STORY-0008,TASK-0008,EPIC-002,BC-001,DevOps,CRITICAL,NOT_APPLICABLE,PASS,PASS,PASS,NOT_APPLICABLE,PASS,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,PASS,PASS,NOT_APPLICABLE,PASS,contracts/operations/lock-and-queue-policy.yaml;contracts/operations/external-dependency-register.csv;contracts/operations/vendor-exit-matrix.csv;contracts/operations/cost-model.yaml;docs/05-operations/COST_AND_UNIT_ECONOMICS.md;contracts/operations/slo-sli-catalog.yaml;docs/05-operations/OBSERVABILITY.md;docs/04-quality/THREAT_MODEL.md;docs/04-quality/SECURITY_PRIVACY_LGPD.md;contracts/operations/version-and-rollback-matrix.yaml,SECURITY_AND_PRIVACY_GATES,PASS
SPRINT-001,ISSUE-0119,Story,STORY-0009,TASK-0009,EPIC-002,BC-001,Tech Lead,MEDIUM,NOT_APPLICABLE,NOT_APPLICABLE,PASS,PASS,NOT_APPLICABLE,PASS,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,PASS,PASS,PASS,NOT_APPLICABLE,PASS,contracts/operations/external-dependency-register.csv;contracts/operations/vendor-exit-matrix.csv;contracts/operations/cost-model.yaml;docs/05-operations/COST_AND_UNIT_ECONOMICS.md;contracts/operations/version-and-rollback-matrix.yaml;docs/03-engineering/DATABASE_MIGRATIONS.md;contracts/operations/slo-sli-catalog.yaml;docs/05-operations/OBSERVABILITY.md;docs/04-quality/THREAT_MODEL.md;docs/04-quality/SECURITY_PRIVACY_LGPD.md,IMPLEMENTATION_AUTHORIZATION,PASS
SPRINT-001,ISSUE-0120,Story,STORY-0010,TASK-0010,EPIC-002,BC-001,Reviewer,MEDIUM,NOT_APPLICABLE,NOT_APPLICABLE,PASS,PASS,NOT_APPLICABLE,PASS,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,PASS,PASS,NOT_APPLICABLE,PASS,contracts/operations/external-dependency-register.csv;contracts/operations/vendor-exit-matrix.csv;contracts/operations/cost-model.yaml;docs/05-operations/COST_AND_UNIT_ECONOMICS.md;contracts/operations/slo-sli-catalog.yaml;docs/05-operations/OBSERVABILITY.md;docs/04-quality/THREAT_MODEL.md;docs/04-quality/SECURITY_PRIVACY_LGPD.md;contracts/operations/version-and-rollback-matrix.yaml,IMPLEMENTATION_AUTHORIZATION,PASS
SPRINT-001,ISSUE-0121,Story,STORY-0011,TASK-0011,EPIC-003,BC-001,Arquiteto,HIGH,PASS,NOT_APPLICABLE,PASS,PASS,PASS,PASS,NOT_APPLICABLE,PASS,NOT_APPLICABLE,NOT_APPLICABLE,PASS,PASS,PASS,PASS,PASS,contracts/operations/slo-sli-catalog.yaml;docs/05-operations/CAPACITY_AND_SCALING.md;contracts/operations/external-dependency-register.csv;contracts/operations/vendor-exit-matrix.csv;contracts/operations/cost-model.yaml;docs/05-operations/COST_AND_UNIT_ECONOMICS.md;contracts/operations/version-and-rollback-matrix.yaml;docs/03-engineering/DATABASE_MIGRATIONS.md;docs/05-operations/OBSERVABILITY.md;docs/04-quality/THREAT_MODEL.md;docs/04-quality/SECURITY_PRIVACY_LGPD.md;contracts/privacy/lgpd-control-matrix.csv;docs/04-quality/LGPD_CONTROL_MODEL.md,BENCHMARK_AND_OPERATIONS_GATES,PASS
SPRINT-001,ISSUE-0122,Story,STORY-0012,TASK-0012,EPIC-003,BC-001,Tech Lead,MEDIUM,NOT_APPLICABLE,NOT_APPLICABLE,PASS,PASS,NOT_APPLICABLE,PASS,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,PASS,PASS,PASS,NOT_APPLICABLE,PASS,contracts/operations/external-dependency-register.csv;contracts/operations/vendor-exit-matrix.csv;contracts/operations/cost-model.yaml;docs/05-operations/COST_AND_UNIT_ECONOMICS.md;contracts/operations/version-and-rollback-matrix.yaml;docs/03-engineering/DATABASE_MIGRATIONS.md;contracts/operations/slo-sli-catalog.yaml;docs/05-operations/OBSERVABILITY.md;docs/04-quality/THREAT_MODEL.md;docs/04-quality/SECURITY_PRIVACY_LGPD.md,IMPLEMENTATION_AUTHORIZATION,PASS
SPRINT-001,ISSUE-0123,Story,STORY-0013,TASK-0013,EPIC-003,BC-001,DevOps,CRITICAL,NOT_APPLICABLE,PASS,PASS,PASS,NOT_APPLICABLE,PASS,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,PASS,PASS,PASS,NOT_APPLICABLE,PASS,contracts/operations/lock-and-queue-policy.yaml;contracts/operations/external-dependency-register.csv;contracts/operations/vendor-exit-matrix.csv;contracts/operations/cost-model.yaml;docs/05-operations/COST_AND_UNIT_ECONOMICS.md;contracts/operations/version-and-rollback-matrix.yaml;docs/03-engineering/DATABASE_MIGRATIONS.md;contracts/operations/slo-sli-catalog.yaml;docs/05-operations/OBSERVABILITY.md;docs/04-quality/THREAT_MODEL.md;docs/04-quality/SECURITY_PRIVACY_LGPD.md,SECURITY_AND_PRIVACY_GATES,PASS
SPRINT-001,ISSUE-0124,Story,STORY-0014,TASK-0014,EPIC-003,BC-001,Tech Lead,MEDIUM,NOT_APPLICABLE,NOT_APPLICABLE,PASS,PASS,NOT_APPLICABLE,PASS,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,PASS,PASS,PASS,NOT_APPLICABLE,PASS,contracts/operations/external-dependency-register.csv;contracts/operations/vendor-exit-matrix.csv;contracts/operations/cost-model.yaml;docs/05-operations/COST_AND_UNIT_ECONOMICS.md;contracts/operations/version-and-rollback-matrix.yaml;docs/03-engineering/DATABASE_MIGRATIONS.md;contracts/operations/slo-sli-catalog.yaml;docs/05-operations/OBSERVABILITY.md;docs/04-quality/THREAT_MODEL.md;docs/04-quality/SECURITY_PRIVACY_LGPD.md,IMPLEMENTATION_AUTHORIZATION,PASS
SPRINT-001,ISSUE-0125,Story,STORY-0015,TASK-0015,EPIC-003,BC-001,Reviewer,MEDIUM,NOT_APPLICABLE,NOT_APPLICABLE,PASS,PASS,NOT_APPLICABLE,PASS,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,PASS,PASS,PASS,NOT_APPLICABLE,PASS,contracts/operations/external-dependency-register.csv;contracts/operations/vendor-exit-matrix.csv;contracts/operations/cost-model.yaml;docs/05-operations/COST_AND_UNIT_ECONOMICS.md;contracts/operations/version-and-rollback-matrix.yaml;docs/03-engineering/DATABASE_MIGRATIONS.md;contracts/operations/slo-sli-catalog.yaml;docs/05-operations/OBSERVABILITY.md;docs/04-quality/THREAT_MODEL.md;docs/04-quality/SECURITY_PRIVACY_LGPD.md,IMPLEMENTATION_AUTHORIZATION,PASS
SPRINT-001,ISSUE-0126,Story,STORY-0016,TASK-0016,EPIC-004,BC-001,Arquiteto,CRITICAL,PASS,NOT_APPLICABLE,PASS,PASS,PASS,PASS,NOT_APPLICABLE,PASS,NOT_APPLICABLE,PASS,PASS,PASS,PASS,PASS,PASS,contracts/operations/slo-sli-catalog.yaml;docs/05-operations/CAPACITY_AND_SCALING.md;contracts/operations/external-dependency-register.csv;contracts/operations/vendor-exit-matrix.csv;contracts/operations/cost-model.yaml;docs/05-operations/COST_AND_UNIT_ECONOMICS.md;contracts/operations/recovery-objectives.yaml;docs/05-operations/BACKUP_RESTORE.md;contracts/operations/version-and-rollback-matrix.yaml;docs/03-engineering/DATABASE_MIGRATIONS.md;docs/05-operations/OBSERVABILITY.md;docs/04-quality/THREAT_MODEL.md;docs/04-quality/SECURITY_PRIVACY_LGPD.md;contracts/privacy/lgpd-control-matrix.csv;docs/04-quality/LGPD_CONTROL_MODEL.md,SECURITY_AND_PRIVACY_GATES,PASS
SPRINT-001,ISSUE-0127,Story,STORY-0017,TASK-0017,EPIC-004,BC-001,Tech Lead,CRITICAL,PASS,NOT_APPLICABLE,PASS,PASS,PASS,PASS,NOT_APPLICABLE,PASS,NOT_APPLICABLE,PASS,PASS,PASS,PASS,PASS,PASS,contracts/operations/slo-sli-catalog.yaml;docs/05-operations/CAPACITY_AND_SCALING.md;contracts/operations/external-dependency-register.csv;contracts/operations/vendor-exit-matrix.csv;contracts/operations/cost-model.yaml;docs/05-operations/COST_AND_UNIT_ECONOMICS.md;contracts/operations/recovery-objectives.yaml;docs/05-operations/BACKUP_RESTORE.md;contracts/operations/version-and-rollback-matrix.yaml;docs/03-engineering/DATABASE_MIGRATIONS.md;docs/05-operations/OBSERVABILITY.md;docs/04-quality/THREAT_MODEL.md;docs/04-quality/SECURITY_PRIVACY_LGPD.md;contracts/privacy/lgpd-control-matrix.csv;docs/04-quality/LGPD_CONTROL_MODEL.md,SECURITY_AND_PRIVACY_GATES,PASS
