sprint_id,issue_id,issue_type,story_id,task_id,epic_id,role,bounded_context,dependencies_status,dependencies_count,dependencies,files_status,allow_paths,api_applicability,api_status,api_contracts,database_applicability,database_status,database_authorities,frontend_applicability,frontend_status,frontend_authorities,geo_applicability,geo_status,geo_authorities,ai_applicability,ai_status,ai_authorities,tests_status,tests,artifacts_applicability,artifacts_status,artifact_kinds,evidence,criteria_status,criteria_count,criterion_ids,review_status,required_reviewers,overall_status
SPRINT-001,ISSUE-0092,Epic delivery envelope,,,EPIC-092,Tech Lead,BC-001,PASS,1,,PASS,5 TaskEnvelopes filhos,APPLICABLE,PASS,0,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,APPLICABLE,PASS,,PASS,11 testes declarados,EVIDENCE_ONLY,PASS,,5 evidence scopes,PASS,20,AC-ISSUE-0092-01/AC-ISSUE-0092-02/AC-ISSUE-0092-03/AC-ISSUE-0092-04/AC-ISSUE-0092-05/AC-ISSUE-0092-06,PASS,Arquiteto/QA/Reviewer,PASS
SPRINT-001,ISSUE-0110,Epic delivery envelope,,,EPIC-110,Tech Lead,BC-001,PASS,0,,PASS,10 TaskEnvelopes filhos,APPLICABLE,PASS,0,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,APPLICABLE,PASS,,PASS,58 testes declarados,PRODUCT_AND_EVIDENCE,PASS,,10 evidence scopes,PASS,40,AC-ISSUE-0110-01/AC-ISSUE-0110-02/AC-ISSUE-0110-03/AC-ISSUE-0110-04/AC-ISSUE-0110-05/AC-ISSUE-0110-06,PASS,Arquiteto/QA/Reviewer,PASS
SPRINT-001,ISSUE-0111,Implementable story,STORY-0001,TASK-0001,EPIC-001,Arquiteto,BC-001,PASS,0,,PASS,contracts/contexts/engineering_governance/fnd/governanca-de-decisoes-arquiteturais-e-manutencao-da-b/** | docs/02-architecture/design-reviews/governanca-de-decisoes-arquiteturais-e-manutencao-da-b/**,APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,ADR-010/ADR-011/ADR-012,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,PASS,test_versioned_issue_portfolio_catalog_github_reconciliation/test_issue_forecast_min_mode_max_confidence_and_snapshot_variance/test_sprint_zero_baseline_decision_04/test_epic_001_contrato,EVIDENCE_ONLY,PASS,,evidence/implementation/epic-001/story-0001/ | commit candidato e relatório de testes,PASS,4,AC-ISSUE-0111-01/AC-ISSUE-0111-02/AC-ISSUE-0111-03/AC-ISSUE-0111-04,PASS,Arquiteto/Reviewer,PASS
SPRINT-001,ISSUE-0112,Implementable story,STORY-0002,TASK-0002,EPIC-001,Tech Lead,BC-001,PASS,2,STORY-0688/STORY-0689,PASS,tools/governance/governanca-de-decisoes-arquiteturais-e-manutencao-da-b/consolidacao/** | docs/03-engineering/contexts/engineering_governance/governanca-de-decisoes-arquiteturais-e-manutencao-da-b/consolidacao/**,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,PASS,test_story_0002_slice_consolidation,EVIDENCE_ONLY,PASS,,evidence/implementation/epic-001/story-0002/ | commit candidato e relatório de testes,PASS,4,AC-ISSUE-0112-01/AC-ISSUE-0112-02/AC-ISSUE-0112-03/AC-ISSUE-0112-04,PASS,QA/Reviewer,PASS
SPRINT-001,ISSUE-0113,Implementable story,STORY-0003,TASK-0003,EPIC-001,DevOps,BC-001,PASS,1,STORY-0001,PASS,tests/fnd/governanca-de-decisoes-arquiteturais-e-manutencao-da-b/** | tools/quality/contexts/engineering_governance/governanca-de-decisoes-arquiteturais-e-manutencao-da-b/** | .github/workflows/governanca-de-decisoes-arquiteturais-e-manutencao-da-b.yaml,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,PASS,test_epic_001_automacao,EVIDENCE_ONLY,PASS,,evidence/operations/epic-001/story-0003/ | commit candidato e relatório de testes,PASS,4,AC-ISSUE-0113-01/AC-ISSUE-0113-02/AC-ISSUE-0113-03/AC-ISSUE-0113-04,PASS,QA/Reviewer,PASS
SPRINT-001,ISSUE-0114,Implementable story,STORY-0004,TASK-0004,EPIC-001,Tech Lead,BC-001,PASS,2,STORY-0002/STORY-0003,PASS,tools/governance/governanca-de-decisoes-arquiteturais-e-manutencao-da-b/** | docs/03-engineering/contexts/engineering_governance/governanca-de-decisoes-arquiteturais-e-manutencao-da-b/**,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,PASS,test_epic_001_integracao,EVIDENCE_ONLY,PASS,,evidence/implementation/epic-001/story-0004/ | commit candidato e relatório de testes,PASS,4,AC-ISSUE-0114-01/AC-ISSUE-0114-02/AC-ISSUE-0114-03/AC-ISSUE-0114-04,PASS,Arquiteto/QA/Reviewer,PASS
SPRINT-001,ISSUE-0115,Implementable story,STORY-0005,TASK-0005,EPIC-001,Reviewer,BC-001,PASS,1,STORY-0004,PASS,evidence/reviews/governanca-de-decisoes-arquiteturais-e-manutencao-da-b/**,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,PASS,test_epic_001_aceite_happy_path/test_epic_001_aceite_negative_paths,EVIDENCE_ONLY,PASS,Audit,evidence/reviews/epic-001/story-0005/ | commit candidato e relatório de testes,PASS,4,AC-ISSUE-0115-01/AC-ISSUE-0115-02/AC-ISSUE-0115-03/AC-ISSUE-0115-04,PASS,Reviewer,PASS
SPRINT-001,ISSUE-0116,Implementable story,STORY-0006,TASK-0006,EPIC-002,Arquiteto,BC-001,PASS,2,STORY-0690/STORY-0691,PASS,contracts/contexts/engineering_governance/fnd/repositorio-privado-project-central-views-campos-label/consolidacao/** | docs/02-architecture/design-reviews/repositorio-privado-project-central-views-campos-label/consolidacao/**,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,PASS,test_story_0006_slice_consolidation,EVIDENCE_ONLY,PASS,,evidence/implementation/epic-002/story-0006/ | commit candidato e relatório de testes,PASS,4,AC-ISSUE-0116-01/AC-ISSUE-0116-02/AC-ISSUE-0116-03/AC-ISSUE-0116-04,PASS,Arquiteto/Reviewer,PASS
SPRINT-001,ISSUE-0117,Implementable story,STORY-0007,TASK-0007,EPIC-002,Tech Lead,BC-001,PASS,9,STORY-0692/STORY-0693/STORY-0694/STORY-0695/STORY-0696/STORY-0697/STORY-0698/STORY-0699/STORY-0700,PASS,tools/governance/repositorio-privado-project-central-views-campos-label/consolidacao/** | docs/03-engineering/contexts/engineering_governance/repositorio-privado-project-central-views-campos-label/consolidacao/**,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,PASS,test_story_0007_slice_consolidation,EVIDENCE_ONLY,PASS,,evidence/implementation/epic-002/story-0007/ | commit candidato e relatório de testes,PASS,4,AC-ISSUE-0117-01/AC-ISSUE-0117-02/AC-ISSUE-0117-03/AC-ISSUE-0117-04,PASS,QA/Reviewer,PASS
SPRINT-001,ISSUE-0118,Implementable story,STORY-0008,TASK-0008,EPIC-002,DevOps,BC-001,PASS,1,STORY-0006,PASS,tests/fnd/repositorio-privado-project-central-views-campos-label/** | tools/quality/contexts/engineering_governance/repositorio-privado-project-central-views-campos-label/** | .github/workflows/repositorio-privado-project-central-views-campos-label.yaml,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,PASS,test_epic_002_automacao,EVIDENCE_ONLY,PASS,,evidence/operations/epic-002/story-0008/ | commit candidato e relatório de testes,PASS,4,AC-ISSUE-0118-01/AC-ISSUE-0118-02/AC-ISSUE-0118-03/AC-ISSUE-0118-04,PASS,QA/Reviewer,PASS
SPRINT-001,ISSUE-0119,Implementable story,STORY-0009,TASK-0009,EPIC-002,Tech Lead,BC-001,PASS,2,STORY-0007/STORY-0008,PASS,tools/governance/repositorio-privado-project-central-views-campos-label/** | docs/03-engineering/contexts/engineering_governance/repositorio-privado-project-central-views-campos-label/**,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,ADR-042/ADR-044/ADR-045,NOT_APPLICABLE,PASS,,PASS,test_req_classicprofile_006/test_req_classicprofile_008/test_req_classicprofile_0010/test_req_native_001/test_epic_002_integracao,EVIDENCE_ONLY,PASS,,evidence/implementation/epic-002/story-0009/ | commit candidato e relatório de testes,PASS,4,AC-ISSUE-0119-01/AC-ISSUE-0119-02/AC-ISSUE-0119-03/AC-ISSUE-0119-04,PASS,Arquiteto/QA/Reviewer,PASS
SPRINT-001,ISSUE-0120,Implementable story,STORY-0010,TASK-0010,EPIC-002,Reviewer,BC-001,PASS,1,STORY-0009,PASS,evidence/reviews/repositorio-privado-project-central-views-campos-label/**,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,PASS,test_epic_002_aceite_happy_path/test_epic_002_aceite_negative_paths,EVIDENCE_ONLY,PASS,Audit,evidence/reviews/epic-002/story-0010/ | commit candidato e relatório de testes,PASS,4,AC-ISSUE-0120-01/AC-ISSUE-0120-02/AC-ISSUE-0120-03/AC-ISSUE-0120-04,PASS,Reviewer,PASS
SPRINT-001,ISSUE-0121,Implementable story,STORY-0011,TASK-0011,EPIC-003,Arquiteto,BC-001,PASS,1,STORY-0005,PASS,contracts/contexts/engineering_governance/fnd/monorepo-greenfield-com-cli-api-web-minimos-e-checks-r/** | docs/02-architecture/design-reviews/monorepo-greenfield-com-cli-api-web-minimos-e-checks-r/**,APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,ADR-010/ADR-011/ADR-014,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,PASS,cli_api_semantic_contract/test_epic_003_contrato,EVIDENCE_ONLY,PASS,,evidence/implementation/epic-003/story-0011/ | commit candidato e relatório de testes,PASS,4,AC-ISSUE-0121-01/AC-ISSUE-0121-02/AC-ISSUE-0121-03/AC-ISSUE-0121-04,PASS,Arquiteto/Reviewer,PASS
SPRINT-001,ISSUE-0122,Implementable story,STORY-0012,TASK-0012,EPIC-003,Tech Lead,BC-001,PASS,1,STORY-0011,PASS,tools/governance/monorepo-greenfield-com-cli-api-web-minimos-e-checks-r/** | docs/03-engineering/contexts/engineering_governance/monorepo-greenfield-com-cli-api-web-minimos-e-checks-r/**,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,ADR-010/ADR-011/ADR-014,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,PASS,test_walking_skeleton_end_to_end_and_vertical_slice_definition_of_done/test_host_container_ci_contract_and_no_implicit_downloads/test_epic_003_fundacao,EVIDENCE_ONLY,PASS,,evidence/implementation/epic-003/story-0012/ | commit candidato e relatório de testes,PASS,4,AC-ISSUE-0122-01/AC-ISSUE-0122-02/AC-ISSUE-0122-03/AC-ISSUE-0122-04,PASS,Arquiteto/QA/Reviewer,PASS
SPRINT-001,ISSUE-0123,Implementable story,STORY-0013,TASK-0013,EPIC-003,DevOps,BC-001,PASS,1,STORY-0011,PASS,tests/fnd/monorepo-greenfield-com-cli-api-web-minimos-e-checks-r/** | tools/quality/contexts/engineering_governance/monorepo-greenfield-com-cli-api-web-minimos-e-checks-r/** | .github/workflows/monorepo-greenfield-com-cli-api-web-minimos-e-checks-r.yaml,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,ADR-010/ADR-011,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,PASS,test_epic_003_automacao,EVIDENCE_ONLY,PASS,,evidence/operations/epic-003/story-0013/ | commit candidato e relatório de testes,PASS,4,AC-ISSUE-0123-01/AC-ISSUE-0123-02/AC-ISSUE-0123-03/AC-ISSUE-0123-04,PASS,Arquiteto/QA/Reviewer,PASS
SPRINT-001,ISSUE-0124,Implementable story,STORY-0014,TASK-0014,EPIC-003,Tech Lead,BC-001,PASS,2,STORY-0012/STORY-0013,PASS,tools/governance/monorepo-greenfield-com-cli-api-web-minimos-e-checks-r/** | docs/03-engineering/contexts/engineering_governance/monorepo-greenfield-com-cli-api-web-minimos-e-checks-r/**,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,ADR-010/ADR-011,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,PASS,test_epic_003_integracao,EVIDENCE_ONLY,PASS,,evidence/implementation/epic-003/story-0014/ | commit candidato e relatório de testes,PASS,4,AC-ISSUE-0124-01/AC-ISSUE-0124-02/AC-ISSUE-0124-03/AC-ISSUE-0124-04,PASS,Arquiteto/QA/Reviewer,PASS
SPRINT-001,ISSUE-0125,Implementable story,STORY-0015,TASK-0015,EPIC-003,Reviewer,BC-001,PASS,1,STORY-0014,PASS,evidence/reviews/monorepo-greenfield-com-cli-api-web-minimos-e-checks-r/**,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,ADR-010/ADR-011,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,PASS,test_epic_003_aceite_happy_path/test_epic_003_aceite_negative_paths,EVIDENCE_ONLY,PASS,Audit,evidence/reviews/epic-003/story-0015/ | commit candidato e relatório de testes,PASS,4,AC-ISSUE-0125-01/AC-ISSUE-0125-02/AC-ISSUE-0125-03/AC-ISSUE-0125-04,PASS,Reviewer,PASS
SPRINT-001,ISSUE-0126,Implementable story,STORY-0016,TASK-0016,EPIC-004,Arquiteto,BC-001,PASS,2,STORY-0701/STORY-0702,PASS,contracts/contexts/engineering_governance/fnd/openapi-cliente-typescript-e-contratos-cli-jobs-evento/consolidacao/** | docs/02-architecture/design-reviews/openapi-cliente-typescript-e-contratos-cli-jobs-evento/consolidacao/**,APPLICABLE,PASS,,NOT_APPLICABLE,PASS,ADR-021/ADR-023,NOT_APPLICABLE,PASS,ADR-010/ADR-011/ADR-013/ADR-014,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,PASS,test_story_0016_slice_consolidation,PRODUCT_AND_EVIDENCE,PASS,Report,evidence/implementation/epic-004/story-0016/ | commit candidato e relatório de testes,PASS,4,AC-ISSUE-0126-01/AC-ISSUE-0126-02/AC-ISSUE-0126-03/AC-ISSUE-0126-04,PASS,Arquiteto/Reviewer,PASS
SPRINT-001,ISSUE-0127,Implementable story,STORY-0017,TASK-0017,EPIC-004,Tech Lead,BC-001,PASS,3,STORY-0703/STORY-0704/STORY-0705,PASS,tools/governance/openapi-cliente-typescript-e-contratos-cli-jobs-evento/consolidacao/** | docs/03-engineering/contexts/engineering_governance/openapi-cliente-typescript-e-contratos-cli-jobs-evento/consolidacao/**,APPLICABLE,PASS,,NOT_APPLICABLE,PASS,ADR-021/ADR-023,NOT_APPLICABLE,PASS,ADR-010/ADR-011/ADR-013/ADR-014,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,PASS,test_story_0017_slice_consolidation,PRODUCT_AND_EVIDENCE,PASS,Report,evidence/implementation/epic-004/story-0017/ | commit candidato e relatório de testes,PASS,4,AC-ISSUE-0127-01/AC-ISSUE-0127-02/AC-ISSUE-0127-03/AC-ISSUE-0127-04,PASS,Arquiteto/QA/Reviewer,PASS
SPRINT-001,ISSUE-0128,Implementable story,STORY-0018,TASK-0018,EPIC-004,DevOps,BC-001,PASS,1,STORY-0016,PASS,tests/fnd/openapi-cliente-typescript-e-contratos-cli-jobs-evento/** | tools/quality/contexts/engineering_governance/openapi-cliente-typescript-e-contratos-cli-jobs-evento/** | .github/workflows/openapi-cliente-typescript-e-contratos-cli-jobs-evento.yaml,APPLICABLE,PASS,,NOT_APPLICABLE,PASS,ADR-021/ADR-023,NOT_APPLICABLE,PASS,ADR-010/ADR-011/ADR-013/ADR-014,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,PASS,test_epic_004_automacao,PRODUCT_AND_EVIDENCE,PASS,Report,evidence/operations/epic-004/story-0018/ | commit candidato e relatório de testes,PASS,4,AC-ISSUE-0128-01/AC-ISSUE-0128-02/AC-ISSUE-0128-03/AC-ISSUE-0128-04,PASS,Arquiteto/QA/Reviewer,PASS
SPRINT-001,ISSUE-0129,Implementable story,STORY-0019,TASK-0019,EPIC-004,Tech Lead,BC-001,PASS,2,STORY-0017/STORY-0018,PASS,tools/governance/openapi-cliente-typescript-e-contratos-cli-jobs-evento/** | docs/03-engineering/contexts/engineering_governance/openapi-cliente-typescript-e-contratos-cli-jobs-evento/**,APPLICABLE,PASS,,NOT_APPLICABLE,PASS,ADR-021/ADR-023,NOT_APPLICABLE,PASS,ADR-010/ADR-011/ADR-013/ADR-014,NOT_APPLICABLE,PASS,ADR-045,NOT_APPLICABLE,PASS,,PASS,test_first_functional_slice_decision_06/test_epic_004_integracao,PRODUCT_AND_EVIDENCE,PASS,Report,evidence/implementation/epic-004/story-0019/ | commit candidato e relatório de testes,PASS,4,AC-ISSUE-0129-01/AC-ISSUE-0129-02/AC-ISSUE-0129-03/AC-ISSUE-0129-04,PASS,Arquiteto/QA/Reviewer,PASS
SPRINT-001,ISSUE-0130,Implementable story,STORY-0020,TASK-0020,EPIC-004,Reviewer,BC-001,PASS,1,STORY-0019,PASS,evidence/reviews/openapi-cliente-typescript-e-contratos-cli-jobs-evento/**,APPLICABLE,PASS,,NOT_APPLICABLE,PASS,ADR-021/ADR-023,NOT_APPLICABLE,PASS,ADR-010/ADR-011/ADR-013/ADR-014,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,PASS,test_epic_004_aceite_happy_path/test_epic_004_aceite_negative_paths,PRODUCT_AND_EVIDENCE,PASS,Report/Audit,evidence/reviews/epic-004/story-0020/ | commit candidato e relatório de testes,PASS,4,AC-ISSUE-0130-01/AC-ISSUE-0130-02/AC-ISSUE-0130-03/AC-ISSUE-0130-04,PASS,Reviewer,PASS
SPRINT-001,ISSUE-0131,Implementable story,STORY-0021,TASK-0021,EPIC-005,Arquiteto,BC-001,PASS,2,STORY-0706/STORY-0707,PASS,contracts/contexts/engineering_governance/fnd/migrations-ci-secret-dependency-scan-e-telemetria-mini/consolidacao/** | docs/02-architecture/design-reviews/migrations-ci-secret-dependency-scan-e-telemetria-mini/consolidacao/**,NOT_APPLICABLE,PASS,,APPLICABLE,PASS,ADR-018/ADR-023/ADR-024/ADR-026,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,PASS,test_story_0021_slice_consolidation,EVIDENCE_ONLY,PASS,,evidence/implementation/epic-005/story-0021/ | commit candidato e relatório de testes,PASS,4,AC-ISSUE-0131-01/AC-ISSUE-0131-02/AC-ISSUE-0131-03/AC-ISSUE-0131-04,PASS,Arquiteto/Reviewer,PASS
SPRINT-001,ISSUE-0132,Implementable story,STORY-0022,TASK-0022,EPIC-005,Tech Lead,BC-001,PASS,4,STORY-0708/STORY-0709/STORY-0710/STORY-0711,PASS,tools/governance/migrations-ci-secret-dependency-scan-e-telemetria-mini/consolidacao/** | docs/03-engineering/contexts/engineering_governance/migrations-ci-secret-dependency-scan-e-telemetria-mini/consolidacao/**,NOT_APPLICABLE,PASS,,APPLICABLE,PASS,ADR-018/ADR-023/ADR-024/ADR-026,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,PASS,test_story_0022_slice_consolidation,EVIDENCE_ONLY,PASS,,evidence/implementation/epic-005/story-0022/ | commit candidato e relatório de testes,PASS,4,AC-ISSUE-0132-01/AC-ISSUE-0132-02/AC-ISSUE-0132-03/AC-ISSUE-0132-04,PASS,Arquiteto/QA/Reviewer,PASS
