contract,owner_context,contract_type,status,shared_model
contracts/contexts/engineering_governance/fnd/openapi-cliente-typescript-e-contratos-cli-jobs-evento/consolidacao/examples/slice-consolidation.json,BC-001,contexts,VERSIONED,NO
contracts/contexts/engineering_governance/fnd/openapi-cliente-typescript-e-contratos-cli-jobs-evento/consolidacao/slice-consolidation.schema.json,BC-001,contexts,VERSIONED,NO
contracts/contexts/engineering_governance/fnd/openapi-cliente-typescript-e-contratos-cli-jobs-evento/crs-dbschema-epic-parte-1/contract-manifest.yaml,BC-001,contexts,VERSIONED,NO
contracts/contexts/engineering_governance/fnd/openapi-cliente-typescript-e-contratos-cli-jobs-evento/crs-dbschema-epic-parte-1/examples/contract-foundation.json,BC-001,contexts,VERSIONED,NO
contracts/contexts/engineering_governance/fnd/openapi-cliente-typescript-e-contratos-cli-jobs-evento/crs-dbschema-epic-parte-1/contract-foundation.schema.json,BC-001,contexts,VERSIONED,NO
contracts/contexts/engineering_governance/fnd/openapi-cliente-typescript-e-contratos-cli-jobs-evento/runtime-scm-tool-parte-2/contract-manifest.yaml,BC-001,contexts,VERSIONED,NO
contracts/contexts/engineering_governance/fnd/openapi-cliente-typescript-e-contratos-cli-jobs-evento/runtime-scm-tool-parte-2/examples/runtime-schema-conformance.json,BC-001,contexts,VERSIONED,NO
contracts/contexts/engineering_governance/fnd/openapi-cliente-typescript-e-contratos-cli-jobs-evento/runtime-scm-tool-parte-2/runtime-schema-conformance.schema.json,BC-001,contexts,VERSIONED,NO
contracts/contexts/engineering_governance/fnd/openapi-cliente-typescript-e-contratos-cli-jobs-evento/runtime-scm-tool-parte-2/schema-compatibility-checkpoint.json,BC-001,contexts,VERSIONED,NO
contracts/domain/asset.schema.json,BC-003,domain,VERSIONED,NO
contracts/domain/attempt.schema.json,BC-013,domain,VERSIONED,NO
contracts/domain/backup-set.schema.json,BC-013,domain,VERSIONED,NO
contracts/domain/correction-set.schema.json,BC-011,domain,VERSIONED,NO
contracts/domain/failure-diagnostic.schema.json,BC-012,domain,VERSIONED,NO
contracts/domain/job.schema.json,BC-013,domain,VERSIONED,NO
contracts/domain/model-pack-manifest.schema.json,BC-013,domain,VERSIONED,NO
contracts/domain/processing-plan.schema.json,BC-004,domain,VERSIONED,NO
contracts/domain/project.schema.json,BC-013,domain,VERSIONED,NO
contracts/domain/provider-capability.schema.json,BC-005,domain,VERSIONED,NO
contracts/domain/quality-report.schema.json,BC-007,domain,VERSIONED,NO
contracts/domain/result-snapshot.schema.json,BC-012,domain,VERSIONED,NO
contracts/domain/scheduler-snapshot.schema.json,BC-013,domain,VERSIONED,NO
contracts/domain/sgv-verdict.schema.json,BC-007,domain,VERSIONED,NO
contracts/domain/workspace-entry.schema.json,BC-003,domain,VERSIONED,NO
contracts/edit-cases/README.md,BC-011,edit-cases,VERSIONED,NO
contracts/edit-cases/edit-bundle.schema.json,BC-011,edit-cases,VERSIONED,NO
contracts/edit-cases/edit-case-event.schema.json,BC-011,edit-cases,VERSIONED,NO
contracts/edit-cases/edit-case-state-machine.yaml,BC-011,edit-cases,VERSIONED,NO
contracts/edit-cases/edit-case.schema.json,BC-011,edit-cases,VERSIONED,NO
contracts/edit-cases/examples/edit-case-approved.json,BC-011,edit-cases,VERSIONED,NO
contracts/edit-cases/review-decision.schema.json,BC-011,edit-cases,VERSIONED,NO
contracts/edit-cases/rollback-plan.schema.json,BC-011,edit-cases,VERSIONED,NO
contracts/errors/problem-details.schema.json,BC-013,errors,VERSIONED,NO
contracts/events/job-event.schema.json,BC-013,events,VERSIONED,NO
contracts/events/task-envelope.schema.json,BC-013,events,VERSIONED,NO
contracts/http/API_CONTRACT_INDEX.csv,BC-013,http,VERSIONED,NO
contracts/http/CONTRACT_FREEZE.md,BC-013,http,VERSIONED,NO
contracts/http/OPERATION_CATALOG.json,BC-013,http,VERSIONED,NO
contracts/http/domains/API-001-identidade-e-sessoes.md,BC-013,http,VERSIONED,NO
contracts/http/domains/API-002-projetos-usuarios-e-autorizacao.md,BC-013,http,VERSIONED,NO
contracts/http/domains/API-003-workspace-roots-e-assets.md,BC-003,http,VERSIONED,NO
contracts/http/domains/API-004-processingplan-e-capabilities.md,BC-004,http,VERSIONED,NO
contracts/http/domains/API-005-jobs-attempts-e-progresso.md,BC-010,http,VERSIONED,NO
contracts/http/domains/API-006-qualidade-sgv-e-diagnosticos.md,BC-007,http,VERSIONED,NO
contracts/http/domains/API-007-resultados-artifacts-e-exports.md,BC-012,http,VERSIONED,NO
contracts/http/domains/API-008-revisao-e-correcoes.md,BC-013,http,VERSIONED,NO
contracts/http/domains/API-009-providers-e-aquisicao.md,BC-005,http,VERSIONED,NO
contracts/http/domains/API-010-administracao-e-operacao.md,BC-013,http,VERSIONED,NO
contracts/http/domains/API-011-backup-retencao-e-lifecycle.md,BC-013,http,VERSIONED,NO
contracts/http/domains/API-012-release-upgrade-e-suporte.md,BC-015,http,VERSIONED,NO
contracts/http/openapi.yaml,BC-013,http,VERSIONED,NO
contracts/http/operations/delete_auth_session.md,BC-002,http,VERSIONED,NO
contracts/http/operations/get_acquisitions_id.md,BC-005,http,VERSIONED,NO
contracts/http/operations/get_admin_audit.md,BC-014,http,VERSIONED,NO
contracts/http/operations/get_admin_health.md,BC-014,http,VERSIONED,NO
contracts/http/operations/get_admin_readiness.md,BC-014,http,VERSIONED,NO
contracts/http/operations/get_admin_resources.md,BC-014,http,VERSIONED,NO
contracts/http/operations/get_admin_retention_policies.md,BC-013,http,VERSIONED,NO
contracts/http/operations/get_admin_version.md,BC-015,http,VERSIONED,NO
contracts/http/operations/get_artifact_sets_artifactsetid_manifest.md,BC-013,http,VERSIONED,NO
contracts/http/operations/get_assets_assetid.md,BC-003,http,VERSIONED,NO
contracts/http/operations/get_attempts_attemptid_deformation.md,BC-007,http,VERSIONED,NO
contracts/http/operations/get_attempts_attemptid_diagnostics.md,BC-012,http,VERSIONED,NO
contracts/http/operations/get_attempts_attemptid_quality.md,BC-007,http,VERSIONED,NO
contracts/http/operations/get_attempts_attemptid_sgv.md,BC-007,http,VERSIONED,NO
contracts/http/operations/get_auth_oidc_callback.md,BC-002,http,VERSIONED,NO
contracts/http/operations/get_authorization_check.md,BC-002,http,VERSIONED,NO
contracts/http/operations/get_capabilities.md,BC-004,http,VERSIONED,NO
contracts/http/operations/get_exports_exportid.md,BC-012,http,VERSIONED,NO
contracts/http/operations/get_jobs_jobid.md,BC-010,http,VERSIONED,NO
contracts/http/operations/get_jobs_jobid_events.md,BC-010,http,VERSIONED,NO
contracts/http/operations/get_jobs_jobid_results.md,BC-012,http,VERSIONED,NO
contracts/http/operations/get_processing_plans_planid.md,BC-004,http,VERSIONED,NO
contracts/http/operations/get_projects.md,BC-003,http,VERSIONED,NO
contracts/http/operations/get_projects_projectid.md,BC-003,http,VERSIONED,NO
contracts/http/operations/get_projects_projectid_members.md,BC-002,http,VERSIONED,NO
contracts/http/operations/get_provider_searches_id.md,BC-005,http,VERSIONED,NO
contracts/http/operations/get_providers.md,BC-005,http,VERSIONED,NO
contracts/http/operations/get_results_id_comparisons.md,BC-012,http,VERSIONED,NO
contracts/http/operations/get_results_resultid.md,BC-012,http,VERSIONED,NO
contracts/http/operations/get_review_queue.md,BC-011,http,VERSIONED,NO
contracts/http/operations/get_workspace_entries.md,BC-003,http,VERSIONED,NO
contracts/http/operations/get_workspace_roots.md,BC-003,http,VERSIONED,NO
contracts/http/operations/patch_admin_retention_policies.md,BC-013,http,VERSIONED,NO
contracts/http/operations/patch_projects_projectid.md,BC-003,http,VERSIONED,NO
contracts/http/operations/post_acquisitions.md,BC-005,http,VERSIONED,NO
contracts/http/operations/post_admin_backups.md,BC-013,http,VERSIONED,NO
contracts/http/operations/post_admin_drain.md,BC-014,http,VERSIONED,NO
contracts/http/operations/post_admin_gc_previews.md,BC-011,http,VERSIONED,NO
contracts/http/operations/post_admin_restores_validate.md,BC-013,http,VERSIONED,NO
contracts/http/operations/post_admin_support_bundles.md,BC-014,http,VERSIONED,NO
contracts/http/operations/post_admin_upgrades.md,BC-015,http,VERSIONED,NO
contracts/http/operations/post_admin_upgrades_preflight.md,BC-015,http,VERSIONED,NO
contracts/http/operations/post_attempts_attemptid_correction_sets.md,BC-011,http,VERSIONED,NO
contracts/http/operations/post_auth_bootstrap.md,BC-002,http,VERSIONED,NO
contracts/http/operations/post_auth_session.md,BC-002,http,VERSIONED,NO
contracts/http/operations/post_auth_tokens.md,BC-002,http,VERSIONED,NO
contracts/http/operations/post_correction_sets_id_attempts.md,BC-011,http,VERSIONED,NO
contracts/http/operations/post_jobs_jobid_cancel.md,BC-010,http,VERSIONED,NO
contracts/http/operations/post_processing_plans_planid_preview.md,BC-004,http,VERSIONED,NO
contracts/http/operations/post_projects.md,BC-003,http,VERSIONED,NO
contracts/http/operations/post_projects_projectid_assets.md,BC-003,http,VERSIONED,NO
contracts/http/operations/post_projects_projectid_jobs.md,BC-003,http,VERSIONED,NO
contracts/http/operations/post_projects_projectid_members.md,BC-002,http,VERSIONED,NO
contracts/http/operations/post_projects_projectid_processing_plans.md,BC-003,http,VERSIONED,NO
contracts/http/operations/post_provider_searches.md,BC-005,http,VERSIONED,NO
contracts/http/operations/post_results_resultid_exports.md,BC-012,http,VERSIONED,NO
contracts/operations/cost-model.yaml,BC-014,operations,VERSIONED,NO
contracts/operations/cto-control-catalog.yaml,BC-014,operations,VERSIONED,NO
contracts/operations/external-dependency-register.csv,BC-014,operations,VERSIONED,NO
contracts/operations/lock-and-queue-policy.yaml,BC-014,operations,VERSIONED,NO
contracts/operations/operational-cost-assessment.schema.json,BC-014,operations,VERSIONED,NO
contracts/operations/recovery-objectives.yaml,BC-014,operations,VERSIONED,NO
contracts/operations/slo-sli-catalog.yaml,BC-014,operations,VERSIONED,NO
contracts/operations/vendor-exit-matrix.csv,BC-014,operations,VERSIONED,NO
contracts/operations/version-and-rollback-matrix.yaml,BC-014,operations,VERSIONED,NO
contracts/privacy/lgpd-control-matrix.csv,BC-014,privacy,VERSIONED,NO
contracts/prompts/README.md,BC-001,prompts,VERSIONED,NO
contracts/prompts/examples/prompt-bundle.composed.yaml,BC-001,prompts,VERSIONED,NO
contracts/prompts/examples/prompt-bundle.lock.json,BC-001,prompts,VERSIONED,NO
contracts/prompts/examples/prompt-bundle.minimal.yaml,BC-001,prompts,VERSIONED,NO
contracts/prompts/prompt-bundle-lock.schema.json,BC-001,prompts,VERSIONED,NO
contracts/prompts/prompt-bundle-signature.schema.json,BC-001,prompts,VERSIONED,NO
contracts/prompts/prompt-bundle.schema.json,BC-001,prompts,VERSIONED,NO
contracts/prompts/prompt-fragment.schema.json,BC-001,prompts,VERSIONED,NO
contracts/prompts/test-vectors/prompt-bundle-signature.json,BC-001,prompts,VERSIONED,NO
contracts/templates/README.md,BC-001,templates,VERSIONED,NO
contracts/templates/examples/issue-handoff-template.yaml,BC-001,templates,VERSIONED,NO
contracts/templates/render-request.schema.json,BC-001,templates,VERSIONED,NO
contracts/templates/render-result.schema.json,BC-001,templates,VERSIONED,NO
contracts/templates/template-catalog.schema.json,BC-001,templates,VERSIONED,NO
contracts/templates/template.schema.json,BC-001,templates,VERSIONED,NO
contracts/contexts/engineering_governance/fnd/migrations-ci-secret-dependency-scan-e-telemetria-mini/aie-bex-epic-parte-1/contract-manifest.yaml,BC-001,contexts,VERSIONED,NO
contracts/contexts/engineering_governance/fnd/migrations-ci-secret-dependency-scan-e-telemetria-mini/aie-bex-epic-parte-1/examples/contract-foundation.json,BC-001,contexts,VERSIONED,NO
contracts/contexts/engineering_governance/fnd/migrations-ci-secret-dependency-scan-e-telemetria-mini/aie-bex-epic-parte-1/contract-foundation.schema.json,BC-001,contexts,VERSIONED,NO
contracts/contexts/engineering_governance/fnd/migrations-ci-secret-dependency-scan-e-telemetria-mini/sgvcal-parte-2/contract-manifest.yaml,BC-001,contexts,VERSIONED,NO
contracts/contexts/engineering_governance/fnd/migrations-ci-secret-dependency-scan-e-telemetria-mini/sgvcal-parte-2/examples/sgvcal-conformance.json,BC-001,contexts,VERSIONED,NO
contracts/contexts/engineering_governance/fnd/migrations-ci-secret-dependency-scan-e-telemetria-mini/sgvcal-parte-2/sgvcal-conformance.schema.json,BC-001,contexts,VERSIONED,NO
contracts/contexts/engineering_governance/fnd/migrations-ci-secret-dependency-scan-e-telemetria-mini/consolidacao/contract-manifest.yaml,BC-001,contexts,VERSIONED,NO
contracts/contexts/engineering_governance/fnd/migrations-ci-secret-dependency-scan-e-telemetria-mini/consolidacao/examples/slice-consolidation.json,BC-001,contexts,VERSIONED,NO
contracts/contexts/engineering_governance/fnd/migrations-ci-secret-dependency-scan-e-telemetria-mini/consolidacao/slice-consolidation.schema.json,BC-001,contexts,VERSIONED,NO
contracts/contexts/engineering_governance/fnd/catalogo-de-conhecimento-tecnico-e-decomposicao-das-ca/contract-manifest.yaml,BC-001,contexts,VERSIONED,NO
contracts/contexts/engineering_governance/fnd/catalogo-de-conhecimento-tecnico-e-decomposicao-das-ca/examples/capability-catalog-foundation.json,BC-001,contexts,VERSIONED,NO
contracts/contexts/engineering_governance/fnd/catalogo-de-conhecimento-tecnico-e-decomposicao-das-ca/capability-catalog-foundation.schema.json,BC-001,contexts,VERSIONED,NO
contracts/contexts/engineering_governance/fnd/license-citation-cff-contribuicao-dco-cla-e-gate-de-pu/contract-manifest.yaml,BC-001,contexts,VERSIONED,NO
contracts/contexts/engineering_governance/fnd/license-citation-cff-contribuicao-dco-cla-e-gate-de-pu/examples/license-publication-governance.json,BC-001,contexts,VERSIONED,NO
contracts/contexts/engineering_governance/fnd/license-citation-cff-contribuicao-dco-cla-e-gate-de-pu/license-publication-governance.schema.json,BC-001,contexts,VERSIONED,NO
contracts/templates/test-vectors/render-cases.json,BC-001,templates,VERSIONED,NO
contracts/contexts/engineering_governance/fnd/walking-skeleton-frontendapipostgresqlrabbitmq-celeryw/contract-manifest.yaml,BC-001,contexts,VERSIONED,NO
contracts/contexts/engineering_governance/fnd/walking-skeleton-frontendapipostgresqlrabbitmq-celeryw/examples/walking-skeleton.json,BC-001,contexts,VERSIONED,NO
contracts/contexts/engineering_governance/fnd/walking-skeleton-frontendapipostgresqlrabbitmq-celeryw/walking-skeleton.schema.json,BC-001,contexts,VERSIONED,NO
contracts/contexts/engineering_governance/fnd/issue-forms-templates-e-taxonomia-de-tipos-com-validac/contract-manifest.yaml,BC-001,contexts,VERSIONED,NO
contracts/contexts/engineering_governance/fnd/issue-forms-templates-e-taxonomia-de-tipos-com-validac/examples/issue-form-governance.json,BC-001,contexts,VERSIONED,NO
contracts/contexts/engineering_governance/fnd/issue-forms-templates-e-taxonomia-de-tipos-com-validac/issue-form-governance.schema.json,BC-001,contexts,VERSIONED,NO
contracts/contexts/engineering_governance/fnd/ruleset-de-main-checks-unicos-codeowners-politica-de-b/contract-manifest.yaml,BC-001,contexts,VERSIONED,NO
contracts/contexts/engineering_governance/fnd/ruleset-de-main-checks-unicos-codeowners-politica-de-b/examples/main-ruleset-governance.json,BC-001,contexts,VERSIONED,NO
contracts/contexts/engineering_governance/fnd/ruleset-de-main-checks-unicos-codeowners-politica-de-b/main-ruleset-governance.schema.json,BC-001,contexts,VERSIONED,NO
contracts/contexts/engineering_governance/fnd/fechamento-da-sprint-001-e-autorizacao-da-primeira-fat/contract-manifest.yaml,BC-001,contexts,VERSIONED,NO
contracts/contexts/engineering_governance/fnd/fechamento-da-sprint-001-e-autorizacao-da-primeira-fat/examples/sprint-001-closure-authorization.json,BC-001,contexts,VERSIONED,NO
contracts/contexts/engineering_governance/fnd/fechamento-da-sprint-001-e-autorizacao-da-primeira-fat/sprint-001-closure-authorization.schema.json,BC-001,contexts,VERSIONED,NO
